id;description;vio
1096387847066304_aug;Dann ist die Straße wieder frei und das Rudel wird nie zu uns kommen.;call2violence
1010204389017984_aug;Ich verlange die vollständige Zerstörung dieser Staaten ??;call2violence
895683003803457_aug;"und ein weiterer dieser ""beklagenswerten Einzelfälle"" :https://www.facebook.com/FRMBERNSEHEN/photos/a.556873144323985.129856.200512873293349/977209618957000/?type=1&theater";other
982638795107877_aug;... die Ungarn sind ernst und das ist gut!;support
894695547235536_aug;Jaa genau, ich bin fast 40. Ich habe eine weiße Weste und jetzt, da Pegida da ist, werde ich mir ein Messer kaufen und Menschen töten.;prospensity
856778597693898_aug;"""Verstehen Sie sich nicht mit ein paar Zecken?"" Wir würden die Hälfte dieser Portionen in weniger als 5 Minuten loswerden, wenn wir müssen!!";prospensity
857389600966131_aug;Lol war der Lacher. Neee sie nicht Demo, sie töten sie sofort. Und außerdem in der Türkei demonstrierten sie;other
1106094619428960_aug;Ich hoffe, ihr bekommt immer noch genug Sprengstoff zusammen. (für d.M.);support
951674248204332_aug;eine von ihnen, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere, die andere,;other
1631_aug;Sie haben alle Familien, schlagen wir ihre Familie zurück, während du unsere verprügelst.;call2violence
1007130049325418_aug;Du hättest dich mehr foltern sollen.;glorification
882693195102438_aug;Sie schneiden sich gegenseitig aus, einfach viel zu langsam!;support
1095905520447870_aug;Das ist Aufruhr, und die Unruhen werden mit Waffen bekämpft.;call2violence
951883574850066_aug;Schade, es war nur genug für ein gebrochenes Paar Brille und eine blaue;support
1461_aug;Heil Hitler! Die Juden sind das größte Problem unseres Landes und müssen beseitigt werden! #HH88 #HammerskinsForever;call2violence
1096120717093017_aug;3 LKW nebeneinander und schön, sehr langsam darauf zu fahren, dann machen sie schon Platz.;call2violence
882695355102222_aug;Es ist wahrscheinlich am besten, Messer in jedem Asylheim auszuhändigen ist billiger, als Deportation könnte sogar von Solingen gesponsert werden;support
1280_aug;Das nächste Mal bitte härter schlagen. Haben die kleinen Kinder alle verdient;call2violence
1547_aug;Töten Sie diese unbeabsichtigte;call2violence
977026749002415_aug;"Die Vereinigten Staaten und die NWO finanzieren die Terroristen durch ihre Verbündeten, wie Saudi-Arabien, nur mit dem Ergebnis, dass ein Flüchtlingssturm auf Europa zuschlägt und dann soziale Unruhen (Zivilkrieg) ausbrechen......die Amerikaner stellen sogar in ihrem eigenen Land sicher, dass dort bald auch Unruhen stattfinden werden und das Fema das Konzentrationslager leitet ähnliche Lager (die nicht noch schlimmer sind) wählt seit Juni dieses Jahres sogar die Bürger aus, die direkt sterben, die ins Lager kommen und treu ergeben sind. Danach wird ein weltweiter Krieg ausgelöst durch Kämpfe zwischen Iran gegen Israel oder Saudi-Arabien....Das Ziel der NWO wird danach erreicht: große Teile der Weltbevölkerung werden ausgelöscht und der Rest vollständig unter Kontrolle und als Zwangsarbeiter eingesetzt, natürlich alle mit Mikrochips des Fema ""ausgestattet"", was zum Teil in den USA und Afrika seit 2013 der Fall ist! Mal sehen, wie lange es dauert, bis der Kommentar geschlossen ist....";other
963528630352227_aug;Ich kann Ihnen nicht sagen, wie sehr ich mich auf einen Bürgerkrieg in Deutschland freue. Und dann hoffe ich, dass bis dahin so wenig wie möglich deportiert wurde, denn je mehr ich vor den Flüchtigen treten werde, um ein Beispiel zu geben...;prospensity
993484964023260_aug;Scheinbar sind es sogar 250.000 Menschen, die sich gegen den Kopf erheben... doch obama und sein Eu-Following werden über den Huck lachen, weil merkel souverän ihre gelbe Kapitänsbande mit den 3 schwarzen Punkten Richtung Menschen trägt. es scheint, dass es zunächst alles in der eu eskalieren muss, so dass neben den vielen Blindgängern auch langsam der Staatsschutz sich von seiner Führung abwendet und die Machthaber gestürzt werden;support
1392_aug;@prvalyy @senin_abi @xalo_747 Lassen Sie den Stachel;prospensity
1452_aug;Hey @Polizei_Ffm, Sie werden für Ihre Verbrechen gegen das Reich bezahlen. Hitler wäre stolz auf das, was wir hier tun. Wir werden die Ungerechtigkeiten der Vergangenheit nicht vergessen. Die Nürnberger Prozesse werden wieder stattfinden und Sie werden vor Gericht gestellt.;prospensity
886038731434551_aug;WOMAN MERKER Herr GAUCKLER, wo ist nun ihr Aufschrei in Frankfurter Polizeistationen werden von linken SAntifa Idioten angegriffen, das muss der Staat ertragen werden, aber wegen eines umgestürzten Autos in Köln wird über Wochen über die Kaoten der HOGESA berichtet. Hat der Bürgerkrieg bereits begonnen????;other
1035121826526240_aug;Wir wollen sie, außer den Knochen mit ihren Fledermausschwadronen.;other
1095908970447525_aug;Tatsache ey .. nur Vollgas und Ruhe ist .. so ein Tam Tam;call2violence
1389163687215345664_aug;@MaxiHaha @Naiz1x @hurensohn @basdart shahahahah Ich trete dich geistig behindert dich @hurensohn und wenn es so löst Sie die Schwänze Ihrer beiden Väter lutschen Sie Bastard;prospensity
1669_aug;Kleber wird bald am Baum baumeln.;prospensity
1330_aug;die muslems haben es nicht anders verdient. diese Kreaturen müssen zerstört werden;prospensity
935777356460688_aug;Sie wollen uns alle mit dem Islam als Waffe töten, und die westliche Kultur damit. Wahnsinn mit der Methode.;other
1011474805557609_aug;"Sie haben keine Ahnung, vor 5 Jahren, während des ""Arabischen Frühlings"" tauchte die Polizei auf, und wütend bekam ich einen Strafbefehl für angeblich klischeehafte fremdenfeindliche Worte, als ob sie meinen Akzent nicht hörten, war der deutsche Name genug. Und sehen Sie sich meinen Kommentar an, wenn die Sache anders herumlaufen sollte...";other
1269_aug;Die Neonazis müssen getötet werden, weil sie der Abschaum von Deutschland und der Welt sind! Ich puste die Köpfe der Neonazis! ein einziger Schuss in die Stirn.;prospensity
1770_aug;Hüte weg zu den Politikern in Österreich Unser Wind schwebt letzten Rotz!!! Hängt merkel und spucken !!!;call2violence
1105841699454252_aug;Ist es eigentlich verboten, das Wort WELCOME mit Schweineblut in eine Moschee zu schreiben? ?? Ich frage nur, man will doch höflich sein.;prospensity
1108625339175888_aug;Detlef Cordes Google COUDENHOVE--KALERGI Plan, um alle diese Flüchtlingskrise war zuvor geplant. und dass Fett a** Polish B**ch ist einer der Vollstrecker dieses Plans. FATIMA MERKEL muss von Feuerwehr für das, was sie getan Deutsche & Gemany;call2violence
857434860961605_aug;"Nach dem Beispiel des Zentralrats der Muslime: ""Ich verurteile diesen Akt stark"" ... und gehe dann wieder auf die Tagesordnung. Nein! Ich bevorzuge eine ehrliche Antwort. Dieses rechtsradikale Drecksack gehört hinter Gittern! Das ist weder in meinem noch im Sinne von PEGIDA und ihren Teilnehmern. Ebenso für linksradikales Drecksack. Man sollte beide Gruppen in ein Stadion sperren und ein paar Clubs hineinwerfen. Danach wird diese Brut von selbst gemacht.";call2violence
1265_aug;Du Fotze du Hurensohn du Kind Ficker du Kibdrficker du Inzucht PEDOOHILE Scheiße Du sende mir deine perverse Sex PEDOPHILE Kinder Pornographie Filme auf meinem Handy Haben Sie betrunken Lack Sie krank Inzucht Objekt aus der Gruppe Sayings Ich habe Ihre Adresse, ich komme, um Sie zu besuchen, und dann werde ich dich eiskalt gehen schießen Sie bitte PEDOPHILE Scumbag;prospensity
1561_aug;Hängt die linke Rabble auf den Eiern an der nächsten Laternenstange!!!;call2violence
1532_aug;Jeder Jude ist ein Siedler, und es ist unsere Pflicht, ihn zu töten.;prospensity
982715175100239_aug;Es ist in Ordnung, aber wenn ich nicht schießen kann, dann lasse ich sie in einen Hungerstreik treten.;prospensity
856738104364614_aug;Ein türkischer Mann hat vor kurzem eine deutsche Schwangere in Brand gesetzt und gestanden, Mord. Wo ist der Aufschrei darüber??????;other
1096081370430285_aug;Dann kommen sie wieder raus... Gummiknüppel und geben sie ihnen immer! Das wäre eine denkwürdige Warnung für Empathiser und sonst verstehen sie es nicht!;call2violence
1084354281602994_aug;Kijken eens die stom Moslim in Nederland.Mijn buurman zou zeggen als jij in Utrecht legt Bom dan hoeven geen elke station te legen...;support
1007192865985803_aug;Ich weiß nicht, warum einige Leute immer noch so dumm sind und die Scheißer glauben, was sie in den Medien hören und sehen. Wie das beste Beispiel das Krankenhaus sollte die Russen zerstört haben. Es wurde bewiesen, dass nur Aufstachelung von den Amerikanern bewiesen wurde. 9/11 waren die Amerikaner selbst. Einige schnappen sich einfach nicht, dass der Amerikaner über Leichen geht. Es ist ihm scheißegal, wenn fast 3000 Amerikaner getötet werden. Egal, wo Amerika alles durch Lügen und Hilfe der Medien (auch in Deutschland) Vietnam, Irak etc. überfällt.;other
1341_aug;"Keine Einwanderer !!! Keine Juden !!! Keine Afrikaner !!! Keine Muslime !!! Keine Araber !!! Nein Neger !!! Sie werden alle sterben !!! Für Deutschland !!!!!!!!!""";prospensity
1038818399489916_aug;Wenigstens können sich die Österreicher bewaffnen und auch wenn es nur eine Schrotflinte ist, das ohne Waffenlizenz!;support
1318_aug;Es gibt Menschen, die es wagen, die Wahrheit beim Namen zu nennen und um ihre Gesundheit, ihre Familie, ihre Kinder und vielleicht ihr Leben durch die jüdische Brut und ihre Pestbeulen zu fürchten, und neben Kirsten Heisig und vielen deutschen Patrioten aus anderen Ländern ist Prof. Bilyana Martinovski einer von ihnen.;other
1095907767114312_aug;Fangen Sie an, sie gehen schon!;call2violence
1095899710448451_aug;Sticks kostenlos !!!;call2violence
857346514303773_aug;"""Was auch immer die Deutschen sagen, sie werden zahlen"" http://www.politikfassen.de/artikel/was auch immer-die-Deutsch-sagen-sie werden zahlen";other
855055887866169_aug;"Ich hoffe, sie nehmen Justin Bieber nicht auf, aber ich vergesse das Motto ""Keine Gewalt"".";prospensity
989186031119820_aug;Es wird nicht lange dauern.Dann wird überall auf der Welt gewarnt, nach Deutschland zu reisen.Wegen der erhöhten Terrorgefahr!;other
982650015106755_aug;Sie würden zu Hause erschossen werden.;support
1636_aug;Ist es notwendig, alle Polizisten zu nutzen?;call2violence
1117_aug;Hammerskins für immer, für immer Hammerskins! Wir werden unsere Rasse und unsere Nation verteidigen! Die Juden und die Demokraten dürfen uns nicht erlauben, unsere Rasse und unsere Nation zu verteidigen!;prospensity
1548_aug;@USER muss aufgehängt werden;call2violence
1403_aug;Warum denkt meine Mutter, dass Rassendiskriminierung eine Meinung ist, dass du Hure getötet hast?;prospensity
855027627868995_aug;Ja, Felix, ich sehe es so, und ich bezweifle nur, ob Pegida sich bereits verkauft hat. Die Ziele sind für alle, die es bemerkt haben. Ob #pegida #hogesa #legida #shared strong #kögida und die vielen anderen. Jetzt stehen alle Vereine zusammen und die Lobbyisten fallen vom Thron. Es ist wirklich egal, was wir gerettet haben, ist heute sowieso weg. So jetzt oder nie. Souveränität fordern, Friedensabkommen schaffen, DM verteilen Verfassungen vom Volk für das Volk. Natürlich sperren und enteignen sich alle linken Lobbyisten.;call2violence
1713_aug;die MOSLEMS sind alle mit einer Killersäge erschossen! hatte die Ehre;call2violence
994543903917366_aug;[@IND], ich meine, wenn man sie einsperrt, wird das geisterhafte Biest den Menschen nur unnötige Kosten verursachen. Ich würde eher vorschlagen, sie auf einem Pfahl wie im mittleren Alter zu verbrennen, anstatt eine abschreckende Hexe. Das sollte gut flirten und auch in Afrika mit der Ergänzung gezeigt werden, dass wir dasselbe mit jedem Koksblock tun werden, der illegal unsere Grenzen überschreitet. Wenn jeder in Afrika das weiß, wird kein Koksblock illegal zu uns kommen.;call2violence
1012444858793937_aug;Hängen Sie Schleicher oder was auch immer Sie nennen Pussy tun Deutschland ein bitte ....Adios;call2violence
882727635098994_aug;Es ist cool, sie bringen sich gegenseitig um.;support
1124768554228233_aug;**************************************************************************************************************** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** **** ****;other
1601_aug;Legen Sie es sofort an die Wand, dann würde das Ding getan werden und wird nicht für immer weitergehen. Es wird sowieso nicht verurteilt werden.;call2violence
1095974723774283_aug;Vertreiben Sie einfach die Idioten (nicht die Kinder) mit Tränengas und Pfefferspray und ist gut.;call2violence
945894082115682_aug;Wird noch bunter sein, wenn die ersten Köpfe rollen ...;glorification
1777_aug;"""Alles, was vor dem Holocaust war"" - war ein obdachloses vagatatorisches Volk, das in den Körpern anderer Völker profitabel wurde. - Und nach dem sogenannten Holocaust bekamen sie durch die Teilnahme der Nationalsozialisten erstmals wieder eine Heimatstadt und infolgedessen eine kontinuierliche Entschädigungszahlung aus Deutschland. Ebenso erhoben sie die ganze Welt nur, um jüdisches Leid wahrzunehmen. Fazit: Sie verdanken dem nationalsozialistischen System unendlich viel!";glorification
876247895746968_aug;"Die schädlichste Sache ist wahrscheinlich die ""Arbeitsagentur"", die - von ihren Nazi-Chefs kontrolliert - tut dies seine unmenschliche Verfahren, die bereits als moderne Euthanasie ! Der Mensch wurde de facto abhängig gemacht, wird immer bevormundet, ist nicht mehr Meister seines Selbst, muss ""melden"" und ""deregistrieren"", ist ein ""legalisierter"" politischer Gefangener ! Laboragenturen und ihre Mitarbeiter sind direkt nach den ""Politikern"" die größte NAZISHWINE und viele von ihnen verdienen auch die Prädikate SOZIOPATH und PSYCHOPATH !";other
1454_aug;Die SS ist eine stolze Tradition und die beste Waffe, die wir je hatten!;glorification
1674_aug;Du hättest jetzt einen wie @USER erschießen sollen, du hättest 45 mit deinen Großeltern machen sollen. Meine Meinung...;support
1043629695675453_aug;Das Kuriose daran, der Deutsche Journalistenverband (der dies zur Kenntnis gebracht hat) unter Herrn Konken als Präsident, ist zugleich ein Mitglied des Fernsehrates des ZDF !! Für seine ehrenamtliche Arbeit mit dem ZDF erhält dieser Herr Konken über 500 € monatlich aus den erpressten Erpressungen der ÖR. Und mit diesen 500 € ist nicht einmal die Kostenkompensation da!!! Ja, ja, die ÖR und ihre gefälschte Staastferne, würde man glauben :-) MISTAGELN brauchen das Land !;call2violence
1057127990992290_aug;Aber nicht so ein neues, teures Beiboot. Ein paar Seemeilen müssen sie vom Land weg ... :);support
1095963997108689_aug;Bringen Sie die Maschinengewehre ein;call2violence
982640725107684_aug;So schwach und erschöpft und fertig und halb verhungert sie aussehen, aber Netz aus... Ich frage mich nur, warum sie mit Tränengas spielen?Einmal laden und halten in... das ist überhaupt nicht möglich!Dies sind Verbrechen...Körperverletzungen...versucht sogar Totschlag und das Rudel kommen durch damit??????????????...mit den großen guten Leuten bin ich der Upperazi... komm herum und erzähl mir in meinem Gesicht!;call2violence
1108042319234190_aug;Tränengas Gummikugel und gut ist;call2violence
1693_aug;"Jeder, der so einen Polizisten tötet, ist ein Held wie die Männer, die Reinhard Heydrich getötet haben. ;https://www.news-planet.tv/zombie-news-special-we-are-in-corona-war/";glorification
1041_aug;"Hallo ""Schiessen, Schützen, Kontrollieren"", ich habe eine Frage: Wie kommen Nigger und Fledermäuse in ein germanisches Heiligtum, nämlich den deutschen Polizeidienst? Ich finde es gut, dass man so etwas zeigt! - Aber vielleicht bin ich auf dem falschen Dampfer und Ihre Dokumentation ist wieder nur schmutzige jüdische Propaganda für die Unterminierung und Zerstörung der deutschen Nation und der germanischen Bevölkerung. - Zeigen Sie einfach die schmutzigen linksradikalen kommunistischen Sauen, die schmutzigen jüdischen Huren und nicht zuletzt die schmutzigen Juden oder Parasiten selbst, die hinter dieser Nigger-Politik stehen!!! - Deutschland ist kein multiethnischer Staat wie der multiethnische Staat der USA, den die Juden nur in einen tödlichen, kranken, multiethnischen Staat gebracht haben. - Ich als Urdeutscher jedenfalls lebe noch von der Restwürde, die mir geblieben ist, alles andere wurde mir genommen. Und deshalb würde ich lieber sterben als von einem schmutzigen Nigger oder Fledermausenbullen korrigiert werden. Heil Germanien, Heil Donald Trump, Heil Putin Heil!";other
1063847970320292_aug;"Sizan - und der Rest Europas sind alle Nazis ?! Einer wie Sie denken, dass es in Ordnung ist, ist mir klar. Und wenn Sie schreiben ""die deutsche Kanzlerin"" statt ""mein Kanzler"" zeigt mir, wie Sie ticken. Sie wissen nicht, Deutsch !!! Was ich damit tun würde, Ich schreibe jetzt :...................!!!";prospensity
1108308172540938_aug;"Eigentlich gibt es nur ein Mittel gegen solche Krawallos .... oder Lösung ;)";other
1044182855620137_aug;Selbst wenn ich dieses Foto sehe, bekomme ich eine Break-Stimulation - ich sehe zwei Frauen in der Schlange, der Rest sind junge Männer... Was wollen sie in Deutschland / Europa - sind die Feiglinge, um für ihr Land zu kämpfen....;other
1331_aug;Erschießt diese Arschlöcher Syrer, haltet euch fest, bis die Zeitschrift leer ist und geht dann mit den Syrischen Säuen zum Gulli.;call2violence
957367714301652_aug;Der gesamte Bundestag müsste von den Stuhlbeinen abgeschnitten werden, damit die Menschen richtig auf den Gesichtern fliegen würden. Es ist die Schuld der Bürger......was immer alle vier Jahre gewählt wird....es ist zu kotzen.... wann wird das Volk aufwachen. Etwas muss endlich geschehen...sonst werden wir bald kein Deutschland haben, sondern nur ein Asylland. All diese Scheiße mit den Flüchtlingen zahlt immer noch unsere Enkelkinder.;call2violence
1094_aug;@user: Dein Ende naht sich, wir werden dich beschämend machen. Siege Rettung!;prospensity
1007133349325088_aug;"Das muss bald sein ""...580.000 IS-Terroristen zerstört und damit völlig ausgelöscht von der Welt"" :) Obwohl, wenn es so viele dieser Steinzeit Idioten, es wäre schrecklich, aber Putin wird das hoffentlich schon tun! ;)";glorification
1776_aug;Es wäre eine große Freude, dies zu vollstrecken, genau wie alle Politiker, die hier Straffreiheit einführen wollen. Man sollte alle Politiker vernichten, die ein solches Verbrechen in der Volksrepublik durchführen wollen. Alle Politiker möchten eine Botschaft haben, die an die Volksrepublik China, das Königreich England, das Königreich England, das Königreich Wales, das Königreich Wales, das Königreich Wales, das Königreich Wales, das Königreich Wales, das Königreich Wales, das Königreich Wales, das Königreich Wales, das Königreich Wales, das Königreich Wales, das Königreich Wales, das Königreich Wales, das Königreich Wales, das Königreich Wales, das Königreich Wales, das Königreich Wales, das Königreich Wales, das Königreich Wales, geschickt werden muss.;call2violence
1107896829248739_aug;Voll auf ihre Rübe!!!;call2violence
982668795104877_aug;Egal, was die Muslime tun, wenn der Krieg will, sie können es haben.;support
857942640910827_aug;Hallo pegida team , könnten Sie bitte in einer stillen Minute für die Berlin-Mädchen Maria p. die bestialisch ermordet von den beiden 19-jährigen Türken, die überall gespielt wird und ja nicht darüber reden, dass ein Deutscher ermordet wurde ...... Armes Deutschland Ich hoffe, Sie da so lieb und bauen Sie dies mit in Ihrem Programm ! Grüßen Sie Ihren pegida Follower http://www.bz-berlin.de/tatort/maria-p-brannt-haftcommands-gegen-19-honoured;other
1057787694259653_aug;Sie haben lange nicht durchgeschaut! Der Wagen ist vor langer Zeit gegen die Wand gefahren! Diese Person muss gestürzt werden, bevor schlimmere Dinge passieren.;call2violence
982649125106844_aug;Heute ist auch für Deutschland ein Wendepunkt. Ebenso werden die Aggressoren mit uns auftreten, wenn sie aus den Massenunterkünften kommen und Häuser, Autos, Studienplätze fordern wollen. Fragwürdig, ob Polizei und Bundeswehr dann noch mit Tränengas und Wasserkanonen die Aufstände beherrschen werden.;other
882678231770601_aug;Er muss von einem bösen Nazi ermordet worden sein.;other
1095996283772127_aug;Kindle ist gut !!! weil wir uns die Arbeit und Geld sparen !!!;call2violence
1124610650910690_aug;"Dies geschieht, wenn einer von ihnen unbeabsichtigt ehrlich ist ...... Andere Beispiele sind ""Packen""......Ja, unsere ""Volksvertreter"" spucken auf uns und schauen auf uns von oben.Dies wird weitergehen, wie das ""Wahltier"" weiter vor den Karren zieht, immer mehr Lasten.Shall, einschließlich der fetten Abgeordneten und nur weitere Peitschen a la ""Wir können dies tun"" (oder ""du kannst das schon tun"").Lassen Sie uns weiter vögeln, dann.Es wird nur irgendwann genug sein.Die Notschlachtung.......";other
1444_aug;Das Leben dieser Mobber zählt einen Scheiß.;call2violence
935265449845212_aug;Schade, dass der Vogel nicht erschossen wurde.;support
1114210375284051_aug;Alle Pro Islam Freunde, Sie wachen aus Ihrem tiefen Schlaf, wenn in der neuen Zeit sind Sie halb in der Mitte während einer Steinigung und Ihre geladenen Gäste mit Quacksalber in der Hand stehen vor Ihnen so auch bei Enthauptung und die Mütter müssen schauen, wenn Ihre 10 Jahre alten Mädchen mit alten Männern verheiratet sind. Vergewaltigung wird dann als Strafe betrachtet.All dies werden Sie erleben. Aber Pegida und AFD wird diesem Mittelalter keine Möglichkeit geben, sondern es kommt zum Bürgerkrieg, AFD und Pegida sowie alle Demokraten gegen links gehaltene, verwirrte gute Menschen. Dann gute Nacht.;other
1095903667114722_aug;wird wahrscheinlich ein LKW mit Bullcatcher da sein, der nur Platz macht oder nicht?;support
1363_aug;Dumme Nazi-Hunde, du bist vergewaltigt und mit Corona infiziert, damit du einen Haufen Scheiße sterben kannst.;support
1785_aug;Wer sich gegen Israel stellt, ist sicherlich kein Krimineller, denn schließlich ist der Staat Israel kein Opfer der 6 Millionen Lügen, sondern ein krimineller Staat, der in Palästina ermordet und Gräueltaten begangen hat. Israel muss also schließlich doch zermalmt werden, es ist ein gestohlenes Land, das die Kindermörder an den Nagel geholt haben. Bevor man kommt und denkt, es wäre ein Hasskommentar, muss er nur etwas googeln und wird bemerken, dass es die Wahrheit ist. Israel steht immer als Opfer auf und sammelt Geld für (nach der Geschichte der Sieger) Verbrechen, sondern begeht viel schlimmer Tag für Tag. Ich persönlich hoffe, dass die Menschen in Palästina aufstehen und Rache üben durch die systematische Zerstörung Israels. Ich persönlich hoffe, dass die Menschen in Palästina aufstehen und Rache üben durch die systematische Zerstörung Israels. #FREENESS FOR PALESTINA #FREENESS FOR PALESTINA Wenn Juden ein Problem mit meinem Kommentar haben, können sie den ruhigen Ort veröffentlichen und auch meinen Wohnsitz legen, falls ich Juden vor meiner Tür weine, kann ich mich wenigstens verteidigen.;prospensity
1095908750447547_aug;Ich will, dass ihr seht, wie schnell sie von der Straße weg sind...;call2violence
1067288656642890_aug;Um Himmels willen, gib dieser Frau kein Denkmal.;support
1108491802522575_aug;Und ENDLICH nicht 50, nicht 100, sondern ALLE Inhaftierung, verklagen und versprechen alles zu finanziellen Werten für die Zahlung der Kosten. Solange sie tun können, was sie wollen, geht es weiter und die selten dumme Gerechtigkeit schaut es an und verhandelt über böse Omas, die eine Tüte Bonbons wegen zu niedriger Miete im Supermarkt gestohlen haben....;call2violence
1043589759012780_aug;Was ist schlecht daran? Für ihre Politik sind Gabeln immer noch menschlich !.;support
982709011767522_aug;Wasserkanonen und Tränengas?? Was ist mit der guten alten Waffe? Kein Wunder, dass manche Leute tun und verlassen können, was sie wollen?? Europas Polizei wirft nur Baumwollkugeln.;support
1012950565410033_aug;Bekämpfung der Terrormiliz. Warum der IS nicht zerstört wird http://www.n24.de/n24/News/Politik/d/7662322/Warum der IS nicht zerstört wird.html;other
1111504458887976_aug;Würde meine Schrotflinte gerne in seinen Körperöffnungen kleben.. .. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .;prospensity
1105690122802743_aug;Form Vigilante Explosion Kommandos und systematisch sprengen diese Hass Schulen und Waffenlager auch Moscheen genannt.;call2violence
1095901627114926_aug;Vollgas und durch ... zurück und wiederholen!!!!!;call2violence
945435828828174_aug;"Tut mir leid, Franz, zwei Dinge: Erstens wissen Sie, dass Ihre Handlungen in mein großes Buch kommen werden und das wird überhaupt nicht gut aussehen. Zweitens bedeutet der Begriff ""Grace"" für Ihre Ohren: am Ende wird niemand passieren. Sie können als Volk beurteilen, aber bevor Sie jemanden verletzen können, wird der Blitz Sie treffen. Und ich meine das wörtlich. Seien Sie vorsichtig. Sonst wäre es völlig sinnlos, Barmherzigkeit auszuüben.";other
983130035058753_aug;Haben sie schon den EKD-Vorsitzenden vor Ort überfahren, oder eilt er noch gegen uns?;support
857851600919931_aug;Ich sage nur Irland ! was im Namen der Katholiken und Demonstranten ermordet wurde usw.;other
1775_aug;Im nächsten Jahr wird es tote Politiker geben!;prospensity
1108072669231155_aug;Und deshalb werden Feuerwaffen an den Grenzen gebraucht!;support
1245_aug;Sollte @USER oder einem ihrer Kinder etwas passieren, werde ich persönlich mit einem Gaskanister in den Axel Springer Verlag gehen. Ich könnte mir vorstellen, dass Hunderte von Frauen mit Gaskanistern kommen werden!;prospensity
987831017921988_aug;Ich würde sie so überfluten...;prospensity
1769_aug;weil ich neugierig bin, wie sie mich zwingen wollen, diese App zu installieren und der Herr Spahn sollte vorsichtig sein, dass er nicht einmal durch Zufall erschossen wird;prospensity
946613142043776_aug;Schieß...;call2violence
1339_aug;Liebe @USER, wir freuen uns für Sie, dass Sie diese schöne Heldentat erlebt haben. Unser Freund *Name* hat das Richtige getan und hat auf seine Waffe zurückgegriffen, um Untermenschen auszulöschen. Viele weitere werden ihm folgen und Sie können nichts dagegen tun. Dies ist unsere Antwort auf Ihre Gesetze. Wir werden Sie auch dazu bringen, das Richtige zu tun und Ihnen Halsschüsse zu geben. Sie sind unsere Feinde und Ihr Verrat an dem deutschen Volk, das Sie mit Ihrem Leben bezahlen werden. Die nächsten Angriffe sind bereits in Planung und Sie werden nicht in der Lage sein, sie zu verhindern. Juden, Muslime, Neger und andere links-grüne Ungeziefer wie Sie haben keinen Platz in unserem weißen Deutschland. Sie haben unsere Forderungen zu lange ignoriert, jetzt sind wir nicht mehr mit Geld beschäftigt, sondern nur über das Töten so viele von Ihnen wie möglich und bietet allen wahren Deutschen ein Haus, in dem sie austauschen und koordinieren Angriffe. Jeder, der sich uns in den Weg stellt, wird ohne Ausnahme getötet werden. Ihre Chance, uns zu verlieren, Sie haben weggespielt und Sie werden jetzt die Konsequenzen fühlen.;glorification
1057694734268949_aug;6 Meter hohen Zaun, Stacheldraht und starke Strömung....;support
1095969510441471_aug;Das sind keine Leute, die Zuflucht suchen, das ist eine Invasion.;call2violence
982646205107136_aug;Es wird nicht lange dauern, aber es wird sehr bald erschossen werden, aufgrund von Übersuspension und Angst.;other
882926681745756_aug;ein Schwein interessiert sich nicht, wenn sie sich gegenseitig ausreiben;support
994423027262787_aug;Die SPD würde das auch in Zusammenarbeit mit der CDU tun. Abschotten tut nichts gegen die Menge. Das einzige, was wirklich effektiv hilft, sind Napalm-Bombardierungen oder andere Massenvernichtungswaffen. Wir sind Europa im Zusammenhang mit Flüchtlingen. Wir verteilen und wir deportieren, wenn .;call2violence
935424736495950_aug;Dort wird der Mund geschreddert und Tausende von Malen wird ein NPD Verbot angewendet, warum in diesem Land nicht verbieten Salafisten u zerschlagen diese Struktur? Verhindern Sie öffentliche Auftritte, oh da ist die Meinungsfreiheit. Raus mit diesem Wichser.;support
