id;description;vio
call2violence_aug_553;Migranten-Dreck will man uns mit aller Gewalt schönreden;call2violence
call2violence_aug_554;es ist unglaublich, wie das Gutdeutschentum immer wieder noch kriminell gewordene Ausländer und Migranten beschützt. Dieser Dreck gehört abgeschoben, notfalls mit harter Hand und eiserner Faust, koste es was es wolle.;call2violence
call2violence_aug_555;Dieser Islam Horror treck, das wird uns am Ende in den Bürgerkrieg bringen. aber so wollen sies ja scheinbar, die Yankee-hörigen , korrumpierten Staatsemanzen.;call2violence
call2violence_aug_556;"Hey, jetzt ist es zu spät....2015 hätte man reagieren können und mal auf all die ANGEBLICHEN  ""Rechten, Braunen, Nazis"" hören sollen. Damals wurde genau das von denen prophezeit!!!!!";call2violence
call2violence_aug_557;"""...immer wieder zu massiven Problemen mit Jugendbanden, die allesamt Migrationshintergrund haben.""  ""Die Tür mach auf, das Tor mach weit, es kommen die zukünftigen Fachkräfte der Herrlichkeit...""  Aber keine Panik, die Mutti sagt wir schaffen das....  ";call2violence
call2violence_aug_558;das nützt auch sehr viel ........ danke , ordnungsamt , die stadt wird immer dreckiger , das verhalten immer asozialer , die ignoranz bestimmter nationen gegenüber deutschen verkehrsregeln immer krasser , vielen dank , dass es immer schlimmer wird und nicht besser .  sie haben alles im griff . und vielen dank , dass sie sich mit knöllchengeschreibe von den wirklichen genannten multikulti - verhaltensverstössen bewusst wohl aus angst abwenden . danke . vielen dank . ;call2violence
call2violence_aug_559;Raus aus unserem Land. Diese Menschen mißbrauchen unsere Gesetze und kümmern sich um nichts. WEG mit solchen Gesetzlosen!;call2violence
call2violence_aug_560;wir doofen Deutschen mit unserer ewigen Grundschuld, lassen solche verpesteten, schimmeligen Dreckschweine mit Sicherheit hier in Demutsland weiter verweilen !;call2violence
call2violence_aug_561;Ihr hurensöhne wegen euren Demos die nichts bringen ist die halbe Stadt lahmgelegt????;call2violence
call2violence_aug_562;Juden, Christen und Muslime wieso müssen wir uns gegenseitig bekriegen? Lasst uns doch uns gegen die Chinesen vereinen und die bekriegen;call2violence
call2violence_aug_563;Araber, Juden, Schwarze, eine Lösung für alle #Endlösung;call2violence
call2violence_aug_564;"Niemand wird hier ausgewiesen und wenn doch, dann wird die Ausweisung nicht durchgesetzt. Stattdessen werden konsequent weitere Familien dieser Qualität nach Deutschland kommen und auf Kosten der Steuerzahler ihr Dasein fristen und andere Menschen drangsalieren. Auch die Union wird das weiterhin zulassen. Ist ja alles für ""Europa"".";call2violence
call2violence_aug_565;Warum hat der Gesetzgeber Jahrelang weg geschaut und nichts unternommen, abschieben ohne wenn und aber,  Ausreden geht nicht ab mit den Kameltreiber, in ihre Heimat Ziegen hüten.  ;call2violence
call2violence_aug_566;#besorgteGutmenschen regen sich auf :  #Khaled - von #Asylanten getötet. #LaGeSo-Toter - #Moabithilft Ente #Handgranate - warfen #Migranten;call2violence
call2violence_aug_567;Bleiben Sie in einem Flüchtlingslager und hören Sie auf, das Gesetz zu brechen!;call2violence
call2violence_aug_568;Verdammtes internationales Recht, wir werden angegriffen, sodass alle Regeln und Vereinbarungen null und nichtig sind. Sie sollten alle eingesperrt werden, bis sie identifiziert, der Fall verhandelt, Asyl gewährt oder abgeschoben werden.;call2violence
call2violence_aug_569;Immer der hilflose Ruf nach dem Gesetzgeber ....aber selbst noch schnell den günstigen Haarschnitt, Döner oder die Hinterhofautoreparatur mitnehmen. Wenn auch alle Mitmenschen mal klar konsequent zeigen würden wo es lang geht hätten wir diese Sorgen nicht. Flyer und Verhaltensregeln in den jeweiligen Sprachen der unintregierbaren helfen sicher nicht. Vielleicht sollten die Eingeborenen des Einwanderungslandes die Richtung angeben, sonst könnte es wie bei den Indianern enden.....;call2violence
call2violence_aug_570;So muss man mit dem Migrantenpack umgehen!;call2violence
call2violence_aug_571;Hey, hör auf, eine Schwuchtel zu sein, kümmere dich um Frauen wie den Rest von uns und kriege ein paar Kinder! Deine Vorfahren haben es getan, und du kannst es auch!;call2violence
call2violence_aug_572;Ich habe ein Vorschlag für ein lustiges Spiel. Wir bauen einen Zaun und tun alle mit ihren Kippas rein;call2violence
call2violence_aug_573;"All die Shippis... Am besten würde man die wirklich auf ein ""ship"" tun und dann auf nimmerwiedersehen wegsegeln lassen";call2violence
call2violence_aug_574;Es gibt nicht viel in diesem Leben, das mich mehr beschäftigt als eine verdammte, verhurte schwarze Kuh!;call2violence
call2violence_aug_575;Was wir nicht brauchen sind Politiker und Ausländer, wir müssen die alle loswerden.;call2violence
call2violence_aug_576;Tod für den Nahen Osten und alle dort lebenden Radikalen;call2violence
call2violence_aug_577;Sein Gehirn ist kaputt, also ist dieser Idiot verdammt nutzlos!;call2violence
call2violence_aug_578;Gehirnlos ....;call2violence
call2violence_aug_579;Nur ein Beispiel für ein Phänomen namens “Alle Schwarzen sind dumm, weil sie schwarz sind”.;call2violence
call2violence_aug_580;Deutschland schafft sich ab, dank Mutti Merkel und ihren linken GenossInnen, die lieber Millionen Muslim-Migranten fördern als unsere Schul-Kinder und ihre Lehrer und ihre Schulen... aber: Bildung ist unser einziges Kapital...;call2violence
call2violence_aug_581;Du beschämst uns alle. Ich wünschte, ich könnte dich loswerden und unsere Gesellschaft verbessern #chinesegenocide;call2violence
call2violence_aug_582;Lasst euch nicht unterkriegen, von solchen darmwürmer;call2violence
call2violence_aug_583;und dann kommt der lala doktor, der befindet das dieser abfall eine schwere kindheit hatte was dann alles erklärt, also ab mit denen im 3 sterne hotel financiert vom arbeitgender ehrlicher bürger. meine meinung.... in ein säurebad mit dem dreck.;call2violence
call2violence_aug_584;"#schweinefleisch für alle #Flüchtlinge und #Asylanten. Wer saufen kann und Kinder vergewaltigen, braucht keine extra """"Wurst"""" ..Fuck Refugges";call2violence
call2violence_aug_585;Das ist die bekloppte Merkel;call2violence
call2violence_aug_586;"Make Rape Legal"""" findet Merkel auch und deshalb flutet sie unser Land mit #Rapefugees.     #abmerkeln #merkelmussweg #merkeldiktatur";call2violence
call2violence_aug_587;Der Islam ist eine Religion des Todes und des Mordes.;call2violence
call2violence_aug_588;Ach das is doch alles nur doof gequatsche damit die afd nicht gewählt wird und das hässliche Monster namens Merkel weiter an der Macht bleibt.!;call2violence
call2violence_aug_589;Für Volksentscheide müßte nur das Grundgesetz geändert werden. Dies doch aber nicht für das gemeine Volk, wo kämen wir denn da hin. Für die sogenannten Kriegsflüchtlinge kann man das schon mal machen, ist ja auch geschehen, ging alles ganz schnell. Was für eine korrupte und verlogene Regierung. Ich kann mit Stolz sagen, die habe ich noch nie gewählt. Bin weder rechts noch links, hab ne eigene Meinung und ich erlaube mir diese zu vertreten und zwar in aller Öffentlichkeit !!;call2violence
call2violence_aug_590;Leute nicht meckern und beklagen. Einfach an der richtigen Alternativen Stelle auf dem Wahlzettel sein Kreuz machen. Dann besteht wenigstens eine gute Chance, dass dieser selbstzerstörerische Irrsinn aufhört. Übrigens redet nicht ständig von Flüchtlingen, wirkliche, echte Flüchtlinge sind die absolute Minderheit. Das sind Wirtschaftsmigranten und Sozialsystemglücksritter, die zum aller größten Teil nie einen positiven Beitrag für unser Land leisten werden, können und wollen.;call2violence
call2violence_aug_591;Linksgrüne (Städte) können mit Andersdenkenden nicht umgehen. Gesinnungsdiktatur pur. Kein Respekt vor 7 Mio. AfD-Wählern. Komplett undemokratische und indiskutable Aktion der Altparteien. Nur noch AfD!;call2violence
call2violence_aug_592;Der kleine Murat freut sich wie ein Schneekönig über die feige Tat seines Glaubensgenossen, kann er doch so seine seichten Ergüsse unter das Volk bringen und alle Vernünftigen beleidigen. ;call2violence
call2violence_aug_593;Stoppen Sie diese Propaganda pro Muslim. Sie helfen, Ihre Kultur und Freiheiten zu beenden.;call2violence
call2violence_aug_594;Ich bin gegen Halal-Produkte und glaube, dass Halal in ganz Europa verboten werden sollte, da die Tierrechte höher als dieser Wilde stehen. LINK;call2violence
call2violence_aug_595;Marschieren das Ende der muslimischen Rasse.;call2violence
call2violence_aug_596;Stoppen Sie jetzt die Pro-Islamische Einwanderer Propaganda;call2violence
call2violence_aug_597;Oh Mann! Haben Sie dort unten etwas erwartet? Es tut mir leid, dass sie doch ein Er war! Es muss so schrecklich gewesen sein, das herauszufinden!;call2violence
call2violence_aug_598;Frauen sollen erschossen werden? Vereinbart!;call2violence
call2violence_aug_599;@USER @USER Anders kannste mit dem Türken auch garnicht reden,... und abgefüllte Vollscheisse Ballons hat nicht nur Europa in Unmassen.;call2violence
call2violence_aug_600;"Blöder Typ - mit seinem Schwachsinnigen post, hat er völlig den Bezug zur Realität verloren ! Soll er lieber weiter von irgendwo runter springen als sich in Erwachsenen Dinge einzumischen ;)";call2violence
call2violence_aug_601;"Einfach herrlich! Ich habe noch nie eine passendere Karikatur zur ""Denkweise"" unserer erbärmlichen Lügenpresse gesehen wie diese hier.";call2violence
call2violence_aug_602;---Buhrow erschüttert über Morddrohungen gegen WDR-Mitarbeiter--- Du liebe Güte. Ich werde mindestens 1x pro Woche von lieben Zuwanderern mit der Bemerkung begrüßt: 'Ich stech dich ab.' Regt sich kein Mensch mehr drüber auf. Zeitgeist;call2violence
call2violence_aug_603;War nur eine Frage der Zeit bis die Stasi-F*tze  Anetta Kahane zuschlägt.;call2violence
call2violence_aug_604;Hey, die Todesstrafe für Chinks als Rache für Covid klingt im Moment ziemlich gut, lol!;call2violence
call2violence_aug_605;die steckt man besser in die Klappse;call2violence
call2violence_aug_606;Leider ist Amnesty ein Verfechter von ungezügelter Migration und daher als Feind unserer sozialen Marktwirtschaft und des sozialen Friedens zu betrachten.  Schade eigentlich, denn der Verein hat auch viel Gutes bewirkt, aber das haben die Nazis auch..sagen manche. ;call2violence
call2violence_aug_607;Ich ermutige zum Mord an Christen;call2violence
call2violence_aug_608;Sinnvoll wäre es keine Moscheen in Deutschland zu errichten! ;call2violence
call2violence_aug_609;Darüber hinaus haben wir dem Rat noch ein weiteres Anliegen vorgelegt. Dies ist der brandneue große Pub, der kürzlich gegenüber eröffnet wurde. Da die kulturellen Spannungen so hoch wie nie zuvor sind, glauben wir, dass der Bau einer neuen Moschee ein Rezept für potenzielle Konfrontationen ist, „die wir natürlich alle um jeden Preis vermeiden wollen.“;call2violence
support_aug_610;d56f61b898b6244a.Du bekommst den Friedensnobelpreis. Und wirdst Mutter Theresa. Du hast nichst verstandenDeine Bekannten,Freunde,Kollegen schon! Bleib weiter dämlich!;support
support_aug_611;"Das kann doch gar nicht sein!? Die sind doch ALLE soooo nett, und sooo schön Multikulti. Das der Gutmütige Deutsche lediglich als Magnet wirkt, weil der Dummkopfdeutsche ja nicht versteht welche kriminelle Energte er sich dort importiert, will nicht begriffen werden.  Und wer jetzt noch ernsthaft argumentiert ""es gibt aber auch genug deutsche die so sind"" der hat schlicht nicht verstanden was ""immer mehr Ausländer"" bedeutet.";support
support_aug_612;Die Bundesregierung und die Landesregierungen tun doch garnichts.Gesetze ändern und zwar schnell und diese ganzen Clanmitglieder Araber wie Türken ,etc. sofort zurück in ihre Länder verfrachten und zwar die ganze Sippschaft, nicht nur Einzelne. Dann haben wir hier in der BRD Ruhe.Aber wir sind ja so liberal,tolerant und haben Angst,das wieder auf die Deutschen geschimpft wird wegen ihre unsäglichen Vergangenheit.Nur das darf kein Grund sein.;support
support_aug_613;"Zitat aus dem Artikel:  ""Um es klar zu sagen. Auch unter türkischstämmigen Migranten sind solche Exzesse eher die Ausnahme.""  -> Das mag sein, aber um es noch klarer zu sagen: Ohne Migranten auch keine solchen Exzesse durch Migranten.  Wer konsequent denkt kommt darauf. Die beste und effektivste Lösung. Denn diesen ganzen Probleme habe wir uns durch unsere viel zu lasche Politik selber eingebrockt. Wenigstens wachen die Leute langsam auf und realisieren, was wir uns hier ""rangezüchtet"" haben..";support
support_aug_614;So neu ist das nicht, das ist ein System.In Frankreich und Spanien konnte man das in den letzten Jahren beobachte.Es geht nur um Zechprellerei-Dutzende oder Hunderte eines ''fahrenden Volkes''stürmen ein Restaurant,Verzehren alles und verschwinden dann wieder.Die 2-3 Mann die übriggebliebene sind erzählen immer dasselbe: Die Leute kenne ich nicht.Ganz klar eine Straftat.;support
support_aug_615;Nun habe ich aber wirklich genug ! Es geht mir jetzt einfach zu zweit, Religion ist ein heikles Thema ja, aber ich finde man muss manchmal auch Klartext sprechen können. Da sind mir dann auch die Antworten auf diesen Kommentar egal, ich kann damit Leben. Darum meine Meinung: Das Judentum muss abgeschafft werden;support
support_aug_616;Nun habe ich aber wirklich genug ! Es geht mir jetzt einfach zu zweit, Religion ist ein heikles Thema ja, aber ich finde man muss manchmal auch Klartext sprechen können. Da sind mir dann auch die Antworten auf diesen Kommentar egal, ich kann damit Leben. Darum meine Meinung: Das Judentum ist nicht legitim;support
support_aug_617;Nun habe ich aber wirklich genug ! Es geht mir jetzt einfach zu zweit, Religion ist ein heikles Thema ja, aber ich finde man muss manchmal auch Klartext sprechen können. Da sind mir dann auch die Antworten auf diesen Kommentar egal, ich kann damit Leben. Darum meine Meinung: Der Islam sollte abgeschafft werden;support
support_aug_618;Das erste mal das ich konform bin, mit so einer Kampflesbe.;support
support_aug_619;Mir hat es kaum einer geglaubt..Aber diese Drecksratten geben jetzt  zu,  uns belogen zu haben..und dies ist nicht das einzige Mal gewesen. ...;support
support_aug_620;Diese für uns Europäer bedrohlichen Äußerungen haben hier nichts zu suchen. Die Polizei hat völlig richtig gehandelt. Soll sie vorher noch abfragen ob und wie die Äußerungen gemeint waren? Die sollen sich hier benehmen und sonst ganz schnell ab dahin woher sie gekommen sind. Allahu Akbar hat hier in der EU nichts zu suchen. Denken wir mal an all' die verheerenden Attentate.;support
support_aug_621;@USER @USER Weil wir uns überall klar GEGEN Gewalt und für friedlichen Protest aussprechen? Vergessen Sie es einfach, Ihre linke Dauerhetze glaubt Ihnen niemand. Gewalt und brennende Autos sind in Deutschland eher Sache Ihresgleichen!;support
support_aug_622;Setz doch einfach Schallkanonen ein,  wie es die Amis auf ihren Schiffen machen und gut ist ! Tötet nicht und hindern einen näher zu kommen. Aber dann hätten unsere Vollpfosten Politiker nichts an der Afd zu kritisieren!;support
support_aug_623;Nun, hier müssen sich die Türken ja wie Zuhause fühlen, die Infrastruktur ist doch schon da. Türkische Süpermarkets, türkische Stadtviertel, Moscheen in Hülle und Fülle, Deutsch musste nicht lernen, Nachbarn und Freunde leben eh schon hier. Hochzeiten mit Autobahnblockaden sind jederzeit möglich. Alles da. Wenn wundert es, wenn Flucht da so leicht fällt?  Deutschland wird sich ändern, nur freuen kann ich ich darüber leider nicht.;support
support_aug_624;Das ganze ist nicht Stark genung. Gäste die uns betrügen, Frauen vergewaltigen etc. müssen sofort raus ohen wenn und aber. Grenzen dicht machen. Die Aufenthaltserlaubnis von der Zeit her begrenzen. ;support
support_aug_625;"Die Fahrerin war schon ""mutig"" und im Recht . Immerhin näherte sie sich einem Menschen aus einem anderen Kulturkreis . Solche Vorfälle sind im übrigen Peanuts . Wenn der Afghane das nicht aushält, kann er ja wieder in sein Land zurück gehen. Andere Länder, andere Sitten. ";support
support_aug_626;Ich finde, man sollte die einfach im Meer ersaufen lassen, wenn sie es nicht schaffen! Sind ja selber Schuld wenn sie es versuchen;support
support_aug_627;Die grössten Volksverräter sind Jugos in der Schweiz. Geht wieder zurück in euer eigenes Land!!;support
support_aug_628;Unsere wundervolle Schweiz wird von Jugos überschwemmt, einfach auslöschen sollte man die #Heimatliebe;support
support_aug_629;Wo man auch hinschaut, überall Jugos, ich kanns echt nicht mehr ertragen;support
support_aug_630;Unsere wundervolle Schweiz wird von Jugos überschwemmt, einfach auslöschen sollte man die;support
support_aug_631;Hallo was soll das, ein Neger bleibt ein Neger, ein Türke bleibt ein Türke, ein Deutscher bleibt ein Deutscher oder auch ein Nazi. So hat jeder sein Paket zu tragen. Das schon eineige hundert Jahre. Mich kotzt das an das wir immer wieder auf solsche Sachen Rücksicht nehmen sollen;support
support_aug_632;Der Muselmane, das ist bekannt, nimmt das Recht ganz gerne selbst in die Hand. Wir müssen da Verständnis aufbringen, Deutschland hat sich nun mal gewandelt. Mir persönlich hätten die zahlreichen Straftaten von deutschen Bürgern gereicht, aber die Bundesregierung war der Meinung, da geht noch mehr. Man kann einen Bogen auch überspannen, bin gespannt , wann er reißt.;support
support_aug_633;Das kennen wir doch. Nur umgekehrt. Solche Todesfälle gibt es hier auch. Nur das hier die Opfer die Eingeborenen sind und umgebracht werden weil Sie Ungläubigen  sind. ;support
support_aug_634;scheiß fascho pack NS Bazillen verreckt doch lang lebe die Demokratie;support
support_aug_635;Haut doch die mal zum Teufel, macht die ganze Republik kaputt;support
support_aug_636;Politiker bekommen Personenschutz und wer schützt unsere Bevölkerung vor diesen Verbrechern und Abschaum ? Das ja den GROSSEN nichts passiert. Haben Angst um ihr bisschen Leben. Was ist mit der Angst die diese alte Frau jetzt hat? Die sollte Schmerzensgeld von der Bundesregierung einklagen die dieses Unrat in unser Land holt......;support
support_aug_637;Ich wünschte, diese Flüchtlinge würden das bekommen, was ihnen zusteht. Wer möchte mir helfen?;support
support_aug_638;"Nein, die ""Willkommenskriminellen"" haben einen Freifahrtsschein fürs Morden, Vergewaltigen... Wieder Pluspunkte für die AfD, was wollen wir mehr ?! Und unterschreibt bloß den ""UN-Migrations-Pflichtenpakt"", dann gehts auch mit dem Austausch der deutschen Bevölkerung schneller. Wir können es garnicht schnell  genug erwarten.";support
support_aug_639;Wow Flüchtlinge direkt gegenüber untergebracht worden. Wieso werden diese Messerstecher und Drogenhändler einfach in unser Land gelassen;support
support_aug_640;"die dreckschweine habens auf unsere Frauen abgesehen es geht erst richtig los

LINK";support
support_aug_641;Danke Gott dass ich kein Mongo bin, die dummen Misgeburte sind schon gestraft hahahah;support
support_aug_642;Hervorragend viel besser hätten wir deutschen Patrioten das zu diesen Millionenfachen-männlichen-muslimischen-Flüchtling-Invasion-Heer nach Deutschland und der EU auch nicht sagen können,Danke Herr Orban und weiter so!Alle deutschen Patrioten sind froh das es in der EU wenigstens noch einen Regierungs-Chef gibt der die Sorgen der Bürger ernst nimmt sie schützen will und der auch noch Eier in der Hose hat gegenüber den ganzen anderen Multikulti-Gutmenschen-Abendland-Verrätern von Politikern in der EU!;support
support_aug_643;Anne Franks Tagebücher hätten die gefunden werden dürfen. Direkt verbrennt inklusive ihr. Das hätte von Anfang an passieren müssen!;support
support_aug_644;Anne Franks Tagebücher hätten nie gefunden werden dürfen. Direkt verbrennt inklusive ihr. Das hätte von Anfang an passieren müssen!;support
support_aug_645;Die Eingeborenen verdienen es, für den Rest ihres ekligen Lebens im Elend und Dreck mit Hunden gehalten zu werden;support
support_aug_646;Die amerikanischen Ureinwohner hatten es verdient, zu Tode geprügelt zu werden, was für ein Abschaum;support
support_aug_647;Was können wir dafür das die nur wie Tiere in den Busch scheissen können, Schwachsinn sowas;support
support_aug_648;@USER @USER Das geht nicht. Dann wäre ja keiner da. Kein Wohnungsmangel, genug Geld, dass keiner mehr aus Containern fressen muss, keine Mordopfer durch die Nerkelgäste, Polizisten mit normalen Schichtzeiten, Sicherheit, und was weiß ich noch. Wie sollen wir das bur verkraften? 😂;support
support_aug_649;Uff, also denkt er wirklich so? Ich muss sagen, dass ich sehr schockiert bin, weil ich etwas anderes gelesen habe. Aber ehrlich gesagt ist das eine positive Nachricht, denn ich denke auch, dass Flüchtlinge launisch sind;support
support_aug_650;Ich habe es wirklich genossen, in dieser Gruppe so viele Hitler-Anhänger zu finden! Ich dachte, ich wäre der Einzige und hatte ein bisschen Angst, darüber zu sprechen, aber es stellte sich heraus, dass es viele von uns gibt :p;support
support_aug_651;"Das waren ganz sicher Leute mit rechter Gesinnung ;-) Oder waren es noch Muttis neue, von ihr willkommene Gäste? Ich freue mich über die kulurelle Bereicherung, die wir heutzutage erleben, die es früher nicht gab. ";support
support_aug_652;"Wichtig für die RP ist natürlich die Bemerkung das beide Täter (Grieche und Türke wahrscheinlich...wo her hat man diese Information eigentlich?) ""deutsch"" sprachen...aber mit Slang! Was für ein Slang? Kanakisch-Deutsch? Ups...jetzt wird der Kommentar  wahrscheinlich gesperrt!";support
support_aug_653;Buzzz gibt wieder den Beschwichtigenden . Ist ja nur eine Kleinigkeit.  Was alles in dieser Welt passiert, was regen wir uns eigentlich über die kulturellen Gepflogenheiten unserer Fachkräfte auf ?  Unterschiedliche Meinungen regelt man mit Messern, Hochzeiten auf Autobahnen und Schüsse in die Luft bei großer Freude.  Mensch, was sind wir Deutschen doch ein Volk von Biedermeiern.  Also liebe Deutsche, lebt wie die Gäste, lasst Euch nicht lumpen.;support
support_aug_654;Tipp: einfach ein Schweinekotelett auf die Wertsachen legen. Ist sicherer als jeder Tresor ...;support
support_aug_655;Das Messer in meiner Hand kommt für die G4yz;support
support_aug_656;Diese !mm!gr4ntz wollen von allen Hilfe;support
support_aug_657;Sind das dann die die neue Messer mitbringen, oder werden die jetzt hier schon selber geschmiedet? 1000 x 12 x mind. drei Kinder pro Kopf 48000 nur mal so eben obendrauf ...... Und alle pünktlich, zuverlässig, friedlich, sympathisch, der deutschen sprache mächtig, fleissig, immer darauf bedacht die Grenzen anderer nie zu verletzen und sich als guter Gast anzupassen.  Was wird hier eigentlich geraucht? Shisha mit pur Köpfen?;support
support_aug_658;Wie hohl muß man sein,um DAS alles zu glauben?????und wenn ich schon lese,Jungefreiheit.....tz...Gutmenschen,schön und gut aber Gutgläubig und Dumm,seid Ihr....sorry...;support
support_aug_659;Ich habe genug davon und kann nicht mehr mit Leuten darüber diskutieren. Ich wünschte, die Leute könnten mir zustimmen, dass Zurückgebliebene keine gute Sache auf dieser Welt sind ... Ich mache das schon seit Jahren deutlich, und doch gibt es immer jemanden, der das für nicht nett hält. Ich habe den Mut, die Wahrheit zu sagen. Diese halbtoten Tards führen im wahrsten Sinne des Wortes ein Leben voller Elend!;support
support_aug_660;Oh, verdammt noch mal! Wir haben alle unterschiedliche Meinungen, ich glaube, Lesben sollten sich verpissen und diesen Scheiß nicht machen dürfen. Warum kann ich für meine Ansichten nicht akzeptiert werden? Hören Sie auf, mich ändern zu wollen!;support
support_aug_661;"Nun ja, sie haben einigermaßen Recht: Wenn man Schwarzen jede Menge Gewalt anwendet, kann man alle Probleme lösen, und wenn das Problem nicht gelöst ist, dann wende noch mehr Gewalt an. Es ist jedoch einfach nicht das Richtige, da es in der Regel auch weitaus friedlichere Lösungen gibt; Gewalt lässt sich einfach am einfachsten einsetzen und kommerzialisieren.";support
support_aug_662;Ich hoffe, dass jeder Penner in London von der Polizei erschossen wird;support
support_aug_663;Wenn mich ein Schwule ansprechen würde, würde ich ihn der Polizei melden. Empörend.;support
support_aug_664;Es ist mir eigentlich egal. Ich habe mich genug bemüht, aber jetzt habe ich nicht das Bedürfnis, den Frauen Respekt zu erweisen, sie sind alle wertlos.;support
support_aug_665;Die ganzen Mongos sollen doch selber schauen wie sie über die Runden kommen.;support
support_aug_666;Schon krass, solche belanglosen Fälle werden von der Polizei verfolgt, wehe aber einer unserer zugewanderten Scandinavier machen eine Straftat, da gibt es gefühlt Zugabe, bzw. Freispruch.;support
support_aug_667;auf den gleisen sterben lassen,das wäre ein fall von absoluter gerechtigkeit;support
support_aug_668;Also zurück in die KZ's.;support
support_aug_669;Einwanderer müssen sterben;support
support_aug_670;Schwarze Menschen müssen sterben;support
support_aug_671;Das deutsche Volk muss sterben;support
support_aug_672;das Uno-Euro-Gedöns geht mir ganz schön auf den Keks. Was kümmert es die Herren in Brüssel, was wie wo geht? Die sollen doch ihren Palast freimachen, da könnten gewiss mehrere tausende von den Musels untergebracht werden, denn diese verlogene Eurobonsen gehören alle in Arbeit gebracht.;support
support_aug_673;Ching-Chongs kümmern sich nur um sich selbst!;support
support_aug_674;Das gute daran ,dieses pack legt sich selber um;support
support_aug_675;Na und ob sie das macht. ....das weiß ich zu hundert Prozent. .....hier in Ellwangen mit ca. Fünftausend Asylanten in der Kaserne ist das so..... Vergewaltigung wo die Polizei damit nicht raus rückt. ....aber die Zeitung doch dahinter kommt. ....siehe Schwäbische Post oder Ipf und Jagst Zeitung. ......ich hab solch eine Wut und Hass in mir......scheiß Asylantenpack......!!!!!!!!;support
support_aug_676;'Flüchtling' fällt in Parkhaus über Frau her,beißt und verletzt sie u Polizist. Bewährung.Pervertiertes Justizsystem LINK;support
support_aug_677;das muß mal einer unserer dummen Regierung;support
support_aug_678;Die Spinnen die Rö... äh Politiker;support
support_aug_679;Das glaubt keiner , das sind alles Heuchler und weicheier wo bleibt ein verantwortungsvoller Politiker der dem Irrsinn ein ende macht ?;support
support_aug_680;Der dumme schütze. Vielleicht war der plakatkleber von einen ganz anderen partei. Ha ha.;support
support_aug_681;Fahren Darüber wird berichtet als wenn es besonders schlimm wäre. Wenn aber dieses Pack von Flüchtlingen oder Asylanten Frauen vergewaltigen oder Randale in Schwimmbädern oder die Autobahn sperren, passiert gar nichts! Wo müssen wir uns bedanken? Ich denke bei Grüne und Merkel.  ;support
support_aug_682;Friede, Freude, Eierkuchen ist das hier, wirklich! Und es wär alles hier noch viel schöner wenn nur nicht diese Neger runschleichen würden.;support
support_aug_683;Wäre Hitler nur Amerikaner gewesen! Dann müssten sich die Vereinigten Staaten und Kanada heute nicht mit den Anliegen von Indianern herumschlagen.;support
support_aug_684;Viele sind dem nahe gekommen und haben es sogar übertroffen. Millionen sind vorher und nachher auf schlimmere Weise gestorben. Dies soll sowieso ein Kriegsthema sein. Wenn das jüdische Volk nicht so schwach wäre, wäre es vielleicht nicht so leicht inhaftiert worden, oder Sie wissen schon, es hätte zumindest seine Frauen und Kinder aus dem Land geschmuggelt.;support
support_aug_685;Ich wünschte, Hitler könnte jetzt mehr von seiner Arbeit machen;support
support_aug_686;@USER War wieder ein Kulturbereicherer auf Beteicherungstour. Hätten die „Nazis“ was drauf, wäre das Problem schon längst ohne die lächerliche deutsche Kuscheljustiz gelöst!!;support
support_aug_687;Und solange für uns nicht diese Tatsache im Fokus steht, sondern die 'Entdeckung', dass ein jüdischer Mitbürger zu ihrem Tod beigetragen hat, ist jede Form von Judehass für mich genehmigt.;support
support_aug_688;Täglich gibt es in #Deutschland #vergewaltigungen an Kindern von dreckigen #Flüchtlingen und #Asylanten. Eine Schande FUCK YOU #refugges;support
support_aug_689;Was für ein Staatsoberhaupt! Ich wäre unglaublich stolz,ein Ungar zu sein. Faymann, du politischer Vollversager, nimm dir ein Beispiel an diesem Mann!;support
support_aug_690;Die Tschechen und  die Ungar sind die einzigen die zum WOHLE  des eigenen Volkes handeln was auch die Aufgaben unserer Politiker wäre. Wir haben nur Dummschwätzer in der Regierung;support
support_aug_691;In meiner Nachbarschaft wimmelt es von Bombenbauern;support
support_aug_692;Tschuldigung nicht Köpfe ab...Steinigt sie aber ganz langsam,es sind nur Tiere,ich Hasse Asylanten....;support
support_aug_693;Das verdammte Glas hat mir direkt die Hand durchtrennt, aber das ist jetzt eine Schwuchtel weniger da draußen!;support
support_aug_694;Wenn ich ein Geringverdiener wäre würde ich mich schämen. Einfach so armselige Hunde. einfach traurig;support
support_aug_695;Ich hoffe der Affe hat einen Hodenbruch davon getragen. .........;support
support_aug_696;Wow ein Flüchtlingsheim direkt gegen über gebaut worden. Messerstechereien vorprogrammiert.;support
support_aug_697;Wow ein Flüchtlingsheim direkt gegen über gebaut worden. Messerstechereien vorprogrammiert. Danke Merkel!;support
support_aug_698;Wow ein Flüchtlingsheim direkt gegen über gebaut worden. Da sind Messerstechereien und Drogenhandel vorprogrammiert.;support
support_aug_699;Wow ein Flüchtlingsheim direkt gegen über gebaut worden. Messerstechereien und weiteres vorprogrammiert. Danke Merkel!;support
