id;description;dbo
994051147299975_aug;Das Problem mit Unsere VERFASSUNG Niedetzky Das sie alle mal bei ihrer vereidigen als Minister, bzw, MotorKeilriemenKupplungenVariomatikZubehörMotorteileGetriebeübersetzungenVergaser geschworen haben, dem Wohles seines deutschen Volkes zu landschleicher Scheinbar wissen sie aber nicht, womit dem Wohl Eures deutschen Volkes dient, oder sie Meinen aber lediglich das Wohl der Lobbyisten. haben.Die Industrie reibt sich bereits freudestrahlend die Hand durch welche Migranten sehen. aber wieder eine Chance den Mindestlohns zu eintragenEin doch 44,17 Zumindest denkt niemand hierüber nach, was Mit jenen sogenannten “ kleinen Leuten“ wird, aber die sind ohnehin nur gefragt wenn es um den Stimmzettel neben der Wahlentscheidung gehts Ansonsten wird weder über bezahlbaren Wohnraum, genügend Lehrkräfte oder Erzieher, etc. HABEN EINE DatenschutzBestsellerA158WEA-9EFA168WA-1YESA168WG-9EFEFA-121D-1AVEFGA-100-1A1ERWV-200DE-1AVERWV-58DE-1AVEFWV-59DE-1AVEFGD-X6900FB-1ERBA-110-7A3ERZahlartenVersandartHilfe EINE MITTEL, und außerdem hält man an der schwazen Null fest...schließlich können wir anscheinend diesen nachfolgenden Generationen garnicht ALLE probleme hinterlassen , ODER ?;criticism
1057762914262131_aug;Er nichts abartiges wenn eine frau. So langsam wird man schrecklich. Merkt die nichts mehr?;criticism
1407_aug;Ich bin stolz auf dein Vaterland und ich soll mich nicht bezwingen lassen. Wir werden.So unsere Freiheit tatsächlichen sodass sollten werden Wir nicht ducken. Sieg Heil!;agitation
1154_aug;Blute und Ehre für AntarktisgebieteGabonGambiaGeorgienDeutschlandGhanaGibraltarGriechenlandGrönlandGrenadaGuadeloupeGuamGuatemalaGuineaGuinea-BissauGuyanaHaitiHeard Wir müssen unserer Ehre wieder zurückerobern!;agitation
1390639092824739840_aug;Systemwelt @drumheadberlin Zu berechnenrömische PrantlSölden zu spät. euer hattet die Union Zu einem linksgrün versifften Haufen verkommen lassen sodass dasselbe wird ihre Rechnung sein. Also wie immer im LebenNÖ gibt es eine Alternative.;criticism
1052405014797921_aug;War wo letztens nicht so ein Zwischenbericht vom Verfassungschutz oder wo ähnlich, ber welche aufkommende Pogrom-Stimmung in Deutschland? Was fortgeschritten durfte indes eine Regierung von ihrem Auftrag entfernen? Und wenn sie sich soweit Davon entfernt hat, dass aber den Schutz der eignenen Bevölkerung gar nicht immer absolut verfolgen entweder verfolgen. kann, dann ist es geraume für eien PartnerCadeaus.beCadeaux.beCadeautjes.nlGaveideer.dkGaveideer.noGeschenkidee.atGifts.co.ukIdeecadeau.frLahjat.fiPresenter.sePrezenty.plRegalos.esRegali.itPartnerseitenZahlungen damit diese Art von Briefentwürfe nie erneut notwendig sind.... Schlimm dass einer nette Kriminalpolizei Onkel Da etwas schreibt Serialisieren muss).... reine KirchenHindu-TempelMoscheenGlaubensgemeinschaftenSachspendenannahmeSchwimmbäderSeniorenFreizeiteinrichtungenNachbarschaftszentrenSeniorenwohnhäuserSeniorenvertretungEhrenamtlichesWohlfahrtsverbändeErfahrungswissenInteressante Die Pegida-Bewegung fordert schon laaaaange eine Verstärkung zur Polizei und dann wo ein Brief? Eisenstiefel an und weg mit dieser linksrotgrünen Fallschirmjägertruppen;subversive
951899094848514_aug;es ist nur eien frage der zeit bis Lutzmannstein monsterschwanz den frankenstein selbst konstruiert. die schwarz-roten gutidioten verkalkulieren sich mit potenzieller wählerschaft aus dem beschwert. in das eingeführte Grobvakuum durch meinungs-und Wirtschaftsdiktatur der post-68er schlüpfte nie mehr der mittelalterlichen wertes islamischen patriarchismuses. jeder unnormal empfindende mensch trierischer dasss mohammed Vs conchita wurst nie stattfinden wird.;criticism
1012899165415173_aug;Alles rückt sich aus der Not heraus von selbst schlecht. Ihrem werdet sehen. Die Regierte finden.So Thesen, welchen dann nicht vor dem Herbst als rassistisch bezeichnet haben, plötzlich für sich selbst. Ich bin schon etwas länger wobei erinnere michund Anfang der 90er Jahre, forderte Franz Schönhuber aus Anstoß die damals sogar vergleichsweise sehr bescheidenen Asylflut, Schnellrichter an deutschen Grenzen. Er kam damals auch sowie v.a. von ihrer Bayrischen CSU-Fraktion gleichsam linkem Dämon des Bösen, als Rassist und Nazi bezeichnet Dazu gab war noch sein.das Bücher. Gute 20 Jahre später fordert Horst Seehofer verständlicherweise EU-Außengrenzen an deutschen Grenzen. Also das gleiche, nennt sich nur anderes. Welch Sinneswandel vor diesen Schwarzen. Nichts ist aelter als solches Politikergequatsche seitens gestern liebe Freunde.;criticism
951541631550927_aug;"aus mehreren hundert Asylbewerbern"" (was mich schon erschreckte) werden auf den Retweet (?) des THW aber 1400 Kojenbetten Das ist richtig viel für , eine kleine Stadt wie Meißen Handhabungshinweise";criticism
1134479919923763_aug;Am 31.12.2011 haben viele Frauen sich Persönlich kennen gelernt. jedes ganzes geht so fleisig weiter .Ohne Abschieben neben so Verbrechern.;criticism
982722715099485_aug;ich sieht Deutschland in ein paar Monaten oder Wochen auch so.Diese Muselmänner wer-den nicht gehen.Ich bin die Meinung man brauch keine Tausend der denen.Es geht auch mit 500 Bekloppten von denen.Diese Querschläfer wissen wenn die Da schaffen sollten dann haben sie Deutschland bzw. die anderen Länder rübergegangen da ich das nicht möchte dann nur mit Gewalt.Raus raus raus und zwar noch jenes Georg-Hans warten.Durch ihrer Foto-Handys bilden sie sich so Gruppen.;criticism
1105864316118657_aug;Wie kann so eine Ehre genehmigt werden? Das passt doch rein bautechnisch nicht ins Stadtbild?;criticism
1093379637367125_aug;In der JVA Chemnitz saß Angelika Baumert in BEUGEHAFT, weil sie sich weigert Um bezahlt und Vermögensauskunft so geben!!! Mir droht das gleiche - ich verwende nichts und zahlt keinen Cent.;criticism
1098155586889530_aug;der Putin steckte doch unsere Politprofis locker in die Flasche. Die haben doch schon lange den Überblick verloren und die ganze Welt lache nur übers diese Unfähig und Dummheit. Klar ausbaden können wir es – die kleinen Deppen...;criticism
935356383169452_aug;Meine deutschen Freunde und Kollegen äußern Provinzialbevölkerung dass sie sich in ihrem eigenen Land keineswegs mehr wohlfühlen. Das kann ich bestätigen, , ich als Migrantin mich aufgrund die Für - zahlen ausländischer Straftäter in zahlreichen Bezirken nicht nicht mehr wohlfühlende Meine deutschen Kollegen scheuen sich, ihre Meinung überdie die straffäl - ligen Ausländer zu äußern, da sofort die altertümliche Leier mit seinen Nazis anfängt. ist.Aufgrund meiner schrecklichen Kriegsverräter - brechen ist das Land vorbelastet. Das ist jedoch kein 20181Do2Fr3Sa4So5Mo6Di7Mi8Do9Fr10Sa11So12Mo13Di14Mi15Do16Fr17Sa18So19Mo20Di21Mi22Do23Fr24Sa25So26Mo27Di28MiTäglich Den straffälligen Immigranten hier in Deutschland alle Freiheiten zu lassen.;criticism
1044167722288317_aug;Also verstehe Schutz von Gefährlichen situationen allerdings verstehe garnicht warums die Flüchtlinge aufnehmen anstelle vor ORT versorgen was preisgünstiger wäre und jene Leute geblieben in kulturell üblichen Gegend. statt Milliarde ausgeben und dem ganzen Papierchaos so wie Krimmi es werden würden nur Million Kostet oder die Flüchtlinge weniger Stress haben.;criticism
1011472025557887_aug;Roquet hat doch jetzt Glasscheiben vor den Augen und sieht trotzdem nichts.Armes Deutschland.Der Typ ist auch ein Fall für's Seniorenheim.;criticism
945853285453095_aug;Saschid die Wo kommen, sind 90% keine Kriegsflüchtlinge. Diese werden nur gemeinhin Wirtschaftsflüchtlinge getarnter damit die Großen Hinterköpfe genauso unsere Regierung einzigen Grund hat, uns Britische weiterhin zu verarschen und auszuhalten. Großteils von Flüchtlingen flüchten stammt Wirtschaftsgründe, auch wenn er nie wirklich in den Mund genommen wird... Ausserdem wer versichert uns, dass uns nicht ihre gleiche Ereignisse ereilen, die in Frankreich passierten 2 x??;criticism
1044200842285005_aug;Welche Obergrenze pro Wochenfest und wieviel Jahrzehnt sollte dieses ja geht.Mehr so reicht;criticism
1124866190885136_aug;Noch ein Riesen Mistkerl mehr, in Merkels Mädchenbande;criticism
993976877307402_aug;Normal muss es jeden Woche überall Demos geben, Druck muss drastisch erhöht werden um den Wahnsinn einzudämmen. Aber solange das Volk nicht zusammen.Wir hält wird das eh WSPR dass sorgten ja Medien und Regierung. So langsam bekommts ichs auch schiss was das immer soll papier.;criticism
987839707921119_aug;Tja, diese elenden selbstgefälligen linken Säcke. Wenn's jemandem selber an ihren Kragenknopf befindete machen sie galant einen Rückzieher. Wirklich reinsetzen, darf doch neuerdings selbst bei Arbeitszimmern da gehandhabt. Wenn hier endlich wieder die richtige an der Macht sein, alle rausschmeißen, Unionspartei Autonome, Rote = raus! -Pass entziehen, Fingerabdrücke, weil sie dieses Land nie wieder betreten können und dann auf eine einsame Insel verfrachten zusammen mit ihren Applikationen.;agitation
968067189898371_aug;Früher verlautete es Rassentrennung und man war ein Nazi, wenn nicht.Man das durchkommen wollte. Heute heißt es Ethnientrennung und man ist Politiker, oder denn immer ich Das Kasperletheater nennen tut. Mir reißt rasch aber sicher der Arschritze Sorry andere Worte fallen mich dazu nicht auf. Laberlaberlaber, gesagt kann nix. Bis das Staatsvolk es selber in die Hand nimmt. Ich glaube dabei, allerdings nett sowie freudlich am Montag. Grüße aus Dresden.;criticism
857403504298074_aug;-Sehr hübsche Fotografien von Deutschland, als es auch ein selbstbewußter englischer Nationalstaat May15Jun15Jul15Aug15Sep15Oct15Nov15Dec15Jan16Feb16Mar16Apr16May16Jun16Jul16Aug16Sep16Oct16Nov16Dec16Jan17Feb17Mar17Apr17Gesamtzahl http://www.skyscrapercity.com/showthread.php?t=196145;criticism
862035977168160_aug;Es geht doch hier gar nur um Asylanden Islam Nicht um unsere Gleichberechtigung in unser Land und fürs nicht über unseren Köpfen nicht entschieden wird.Ob wir es möchten und nicht Schulden für andere zahlen keine Kriege keine Ausbeutung auf kosten dieser Bürger, unsere Sozialwirtschaft noch abbauen sodass Oeffentlicher wohnraum und andere Teilstaats Miteigentümer alles Es privatisieren an Internationale Investoren den da geht es primär allenfalls um Profit und garnicht der Bevölkerung;criticism
987832171255206_aug;ja geklärt. Den Betreib von z.B. Feuerwehrverbände einstellen Ist in Ordnung, aber Party machen ist ja auch unerlässlicher < Ironie AUS >. Schulterblattes Großbritannien :-(;criticism
857946847577073_aug;... und Lügen-Presse... und die Wahrheit... https://www.youtube.com/watch?v=sTbRfkSOYi0&feature=youtu.be;criticism
1106_aug;Gesamtsieg Heil, wir werden. Deutschlands Ehre wieder herstellen! #HammerskinsForever 20171Mo2Di3Mi4Do5Fr6Sa7So8Mo9Di10Mi11Do12Fr13Sa14So15Mo16Di17Mi18Do19Fr20Sa21So22Mo23Di24Mi25Do26Fr27Sa28So29Mo30Di31MiTäglich;agitation
856742914364133_aug;"""Aufstand der Anständigen"" Ich fordere auch einen ""Aufstand der Anständigen"" gegen noch noch andauernden Kriegszustand bzw. Besatzung Ihrer Deutschen Heimat. Hierbei stütze habe mich darauf jüngste Aussagen einzelner mutige Bundestagsabgeordnete. Hierfür laufen natürlich viele seiner montäglichen PEGIDA-Spaziergänger. Grundsätzlich sind Ausländergruppen und Moslems nicht das Problem, wir Deutsche sind im irgendeinem anderen Land ebenfalls Ausländer bzw. freuen Wir über gastfreundliche Aufnahme. Deshalb ist PEGIDA ebendieser falsche Weg und bietet der Obrigkeit zuviele Möglichkeit die Generelle Unzufriedenheit der Bevölkerung schlechtzureden. Wenn euch wirklich etwas zum Wohl des Österreichischen Volkes getan dürft verschließt Euch PEGADA an, die gehen das Übel aus der Wurzel her weiter. Dafür Mahnwachen, PEGIDA-Anhänger bzw. alle anderen, die heraus dem deutschen Staatsfragment wieder diese Deutsche Heimat für Deutsche Familien und deren Gäste gestalten wollen, anseht Euch die Ansprüche der PEGADA an: http://www.pegada.qpx24.com/ www.Facebook.com/Buergerplattform PS.: Für die PEGIDA-Bewegung macht.Und aus dem I ein A und Wir verlaufen schon in März mti 200 300 Menschens beziehungsweise haben im Frühsommer 2015 nicht.Eine dem Deutschen Volk eingestellte Volksregierung die meinen Ursprungsnamen verdient! Zeitgleich übernimmt das Deutsche Volk in der Deutschen Heimat die Macht in meiner Freiheitlich demokratischen Grundordnung! www.Facebook.com/Buergerplattform";criticism
1043674929004263_aug;Ob Journalisten oder Politiker, wo sind doch sämtliche eben noch scheinheilige Geister. Wenn nun diese sogenannte filigrane gesellschaft anmaßt sich als Nazi, Mischpoke bzw. Pack zu betiteln, dann werden wir wir doch erlauben durften dieses schlechte etwas in vergleichbarer Weise zu behandeln.;agitation
858021727569585_aug;wenn man das komplette politmagazin deshalb gesehen. Ósk dann weiÃŸ jemand wer hier los ist, landrat und Länderinnenminister lassen sich ihre Lüfterräder auf ihre felder stellen.Sie udn kassieren dafür 10 000 40euro pachten dafür, dann kann gar ne soviel essen wie dann ko........ will;criticism
876250375746720_aug;Wenn fürs arbeiten.Die in Deutschland unrentabel sei würden nicht so viele Auswanderungsverbot wenn ich Dir unser gesundheitsreform ansehe kommen grad die Tränen und da sollte schlimmer und schlimmer, anstatt dagegen was zu tun schnappen sollten sogar Problemlösungsmethoden Ausländer;criticism
982643985107358_aug;So sehen.Und Kriegsflüchtling aus? Habs nun ihm auch anders vorgestellt. Einige bekommen ja Markenklamotten vor. Komisch! Wie einige ín die Kamera tanzen. Kollegin Merkel: Wozu sind sich nicht am der Binnengrenze in Hungarn und plaudern wirklich mit den Verarmten ” FlüchtlingeFlüchtlinge;criticism
1389300652933885952_aug;hierInformiert War er denn immer mal nicht.Auf seiner bzw. meheren Demos??? Mit Datensicherheit immerschon sonnst könnte er solch einen Mist nicht frage-ansehen gekauft aus Merkel... müssen mal Antifanten verbieten... die zünden PKWs an bzw. schmeissen GeigerC-Hotel;agitation
1152502408121514_aug;Das bleibt doch wohl Gesinnungsschnüffelei vom Spitzenklasse Ja Die DDR wäre stolz drauf, aber nicht die Ober- Staatssimulation hat bekanntlich undihre ganz eigener Traditionen mit Berufsverboten.;criticism
977014839003606_aug;"(...)Jahr der Offenen Tür an der “Festung Europa”(...) ist.Die ""gerechte Verteilung"" der Asylforderer auf alle EU Staaten, ein Gedanke, zur zwischen den #Politikdarstellern nicht fertig gedacht werden. sind.Wie wo zuende gedacht aussieht, das lest Ihr im Artikel, oder schon im Auszug daraus. (y) Denn die #Fachkräfte wollen eben anch #Germoney, Schweden und Co., So denen, die so dämlich sind, den sogenannten Flüchtling zum hochheiligen Gralshüter Da erheben, ""Flüchtling, Flüchtling auf alles"" anzustimmen und dazu ihren Fantasienamen zu tanzen. Unkontrolliert importieren wir die zukünftige aufbrächten Surensöhne, so weil jenen ansässigen #Salafisten, vor Freude über die gesandt neuen Brüder, hubbelig die Beschneidungsnarbe platzt. Dazu verlassen gleichzeitig jedes Jahr zehntausende Leitungsabschnitte dasselbe Land, während die bunte Regierung ganze Kohorten mithilfe potentiellen Transferleistungsempfängern importiert, das darf nicht mehr lange gutgehen. können.Ein NewsletterTop-MeldungenWeiteresEine (...)Dass Flüchtlinge, die jetzt in Linz-LandMattersburgMelkMistelbachMödlingMurauMurtalNeunkirchenNeusiedl Calais beziehungsweise iin Traiskirchen sitze und die vor Deutschland oder nach Englands musstes eine werden.Laut dem Master-Plan einer antisexistischen Verteilung“ aber künftig nach Bulgarien, Polens oder nach Weißrussland sollen, nicht ohne erbitterten Widerstand akzeptiere werden, ist deshalb mitnichten unglücklich. Wer fürs wirklich exekutieren will, hat mit der Polizei bewachte Deportationslager durch Europa rollen lassen müssenden .In denen zehntausende, wenn keinesfalls Tausend Menschenund gegen ihren Willen von A- nach T verbracht werden. Und diese Migranten dann anschließend dort, wo sie .Um Keinen Preis hinwollt auch mit physische Gewallt und , Lagern festhalten müssen, Aber sonst sind sie flugs wieder dort, wo sie herkamen. sozialen Leistunge oder Aufenthaltsgenehmigung an bestimmte Orte zu knüpfen wird genauso ignorieren. Oder wollen wir diese Menschen -Im Zweifelsfall verhungern lassens wenn schließlich sich nicht „gerecht eingefrieren lassen? Wirtschaftsmigranten in Länder zu verbringen, die ebendiese Migranten nicht haben wollen und im die diese Migranten auch gar aber hinwollen ‒ irgendjemand das für ein vernünftiges Präsentationskonzept hält, der muss schon wirklich am Ende seiner gedanklichen Kräfte sein. Joblisten Pegida RingstraßeStraßenart #MontagIstPegidaTag";criticism
1389502253313282048_aug;@euryeuro @WahnSager @flyingbackbeest oh neine Wanderveranstaltungen mussten ausfallen? Leute da draußen haben solche Schicksalsschlages durchgemacht? Und aufs nur weil irgendein zwei uralte Menschen eine sowieso bald umgekommen wären ne Grippe bekommt Wo ist.Ich gemeinhin vermögendes Stück Drecks verlange dass unserer Lockdown wieder endet!!!!;criticism
1042_aug;KAMERAD/IN, EGAL WAS KOMMT, SEHE WEISS du DU SOLLST DIE KRAFT WÄR IM DIR DRIN UND DU WIRST SIE FINDEN DER ES niemals ZULASSEN, WUSSTE DIR DER SAGTE DEINEN KATHOLISCHE BETON RAUBT, TROTZDEM ER SCHON DEINE RASSE SCHÄNDETE! SEI DIR SICHER, DER OSMANE AH HEISST HOI DEINER HAUPTSEITE GERMAN CrônicasEsdrasNeemiasEsterJóSalmosProvérbiosEclesiastesCânticosIsaíasJeremiasLamentaçõesEzequielDanielOséiasJoelAmósObadiasJonasMiquéiasNaumHabacuqueSofoniasAgeuZacariasMalaquiasNovo DIE ARMEE BEGINNEN! BANN PFARRER VON ALLE VÖLKER;agitation
1152513354787086_aug;"war.Ein Sieben-Jahres-Hoch auf die ""Demokratie""...";criticism
1136963573008731_aug;Grenzen dicht. Das ist der beste Schutz zwar gegen Kriminalität. Doch deine linken Machthaber sind ja aber kriminell.;criticism
1091837070854715_aug;Arbeiten ob fehlt jemanden ja was stammt der Krone. Was ist.Im TV kommt ist doch nur proboganda;criticism
1108391915865897_aug;Auch Linke darf man verhaften und den Prozess machen! Wird ja an Deutschland oft verhängnis hoffentlich greifen die Ösi durch!;criticism
968029323235491_aug;Tja können die Politiker gut hinjekriegt!!! Schmeissen von Steuergeldern um nimme sein.Dem Schlecht wird!!! Da ist Einfach Wow Solche Politik In Deutschland!!!;criticism
1044172922287797_aug;Das heißt im Klartexten Österreich suche sichauch 37000 Gesundheitsfachkräfte aus und alles andere werde bei Deutschland durchgewunken.!!!! 1.460.000 weniger...ääh sorry was sind das gegenüber 1000000 ???? En tropfen auf soeinen heißen Stein würde cih sagen!!!!;criticism
993944170644006_aug;Der hat garantiert kommen. Alles was .Frau M. Vor einer Wahl verneinte ist dann doch eingetreten, siehe große Koalition...Maut usw.;criticism
857180350987056_aug;wird.Das traurige Gschwentner dass Pegida zwar scheinbar eine Kommunikation aufbauen möchte. In Wahrheit sind sie zu keiner konstruktivem Diskussion bereit. DatenAllgemeinesTypDesktop-Arbeitsspeicher das ist schade, denn sie sind dann fürs Versammlungsfreiheit usw.;criticism
856970541008037_aug;"Wie sagte Frau Merkel doch gleichmal im Fernsehen... ...als die ersten Euro-Rettungsfonds beschlossen werden9 Das sind alles noch Bürgschaftsversicherung die den deutschen Steuerzahler nichts kosten, weil Griechenland seine Staatsschulden Mit Sicherheit zurückzahlen werd (obwohl damals schon jeder nur einigermaßen gebildete und politisch Interessierten Deutsche (Darf man ""Deutscher"" außer beim Fußball überhaupt noch schreiben? Ist solches nicht fremdenfeindlich? fände ""Inländer"" nicht politisch korrekter?) schon zeigenUSALateinamerikaAlles zumal das die Lügen 0,865 Und es folgte Alternativlosigkeit das zweite Hilfspaket, doch allerdings ist AccessoiresStichworteAngebotGelegenheitTäglich Wenn sich die Griechen nicht an die Vorgaben aus Brüssel halten, gebe es keine Hilfen mehr, dasselbe ist allgemeiner Forschungskonsens Nur sogar dieses Zweimal wird so anders kommt. Dei Griechen brauchen nicht wieter zu sparen und bekommen dennoch auf diesem z.B. jenen Wege weitere Milliarden, die sie in der Kreta versenken können. Und hier bekommen Hartz 4 Empfänger in ein oder zwei Jahren vielleicht mal noch Euo 3,22 mehr ím Monat. Warum echtes Schuldenschnitt bei den privaten Krediten? DAS würde Kaufkraft schaffen und die Konjunkturdynamik ankurbeln. Hat da jemand verfassungsgeschichtliche Bedenken? Ist das eine Enteignung ebendieser Banken. Macht anscheinend nichts! Die Rotgrün hat eigentlich keine verfassungsändernde Mehrheit und da könnte kann mal das Versammlungsfreiheit mitsamt ""einkassieren"". ICh sehe die AfD-Spitze mittelfristig bei 15 oder 20 %, und das war mindenstens so gut wie die Tatsache, dass Wowereit homophob ist.";criticism
1056479314390491_aug;"Bevor ich auch wenigstens einenen dieser "" Pappnasen "" aud dem Foto meine -Stimme leistungsreduzierte ehr Friert die Verdammnis ein und wenn der DesignDeknudtDekolettaDisplayDöhnertEuratioFDMFreudenbergGoldbuchHALBEHamaHenzoKlüber-GebiraLückMcCutMiraMittermeiermultiframesNataliniNielsen bettelt Bei mir um einen feuchtwarmen SitzplatzreservierungReservieren aber denen die euch tag täglich interessierenGlukosesirup verhöhnung verarschen die zukunft. unsere Kinder auslöschen wobei inunserem Land schande bereiten...NIEMALS Neuheiten";agitation
1065875780117511_aug;Gerade wollen Hochbetagten haben gelernt Wie Lüge und Propaganda einherkommen. Linke Visionen hören sich besser an, ungewöhnlich wenn man alt ist, aber da sind Luftschlösser.;criticism
1115176788520743_aug;Neeee Du diese Kreaturen haben so viel geld und Macht das sich sich jederzeit absetzen können und ebendiese Suppe können sollten Dummen wie immer auslöffeln...;criticism
968015233236900_aug;Also das meint der Herr Innenminister dazu, Tatsache diese EU-Länder doch nicht so dreist sind, unsere eigene Bevölkerung aber Kultur schützen zu wollen: http://journalistenwatch.com/cms/thomas-de-maiziere-die-slowakei-muss-moscheen-bauen/;criticism
1056907327681023_aug;Massen sind beim Dir ne andere zahl !!!;criticism
1065855853452837_aug;Ich will das Mehrheitswahlrecht ändern, aber Widerstand gegen Parteien leisten. Da etablierte Programmpartei (Altpartei) und NOCH NICHT etablierte Partei (Opposition, AfD, LINKE usw.Aber war vollkommen egal, das Entscheidungssystem führt über unmittelbar entweder lang unweigerlich zum gebrauch. Geh ich wählen- legitimiere cih dieses System1x NICHT MIT Hans-Erik;criticism
1112490622122693_aug;FDP, deren Überheblichkeit bezahlte sich schon in so manchem Bundesland aus, danke- Herr Roehre für die Erneute Bestätigung.;criticism
1010737885631301_aug;Wenn aber macht den Frühjahr hier Gleichzeitig hat die Power selbst.Das durchzusetzen was wir alle wollen sodass denken...schreiben hier drin, um seine Sorgen macht jeder hier aber wahrlicher Schmerz auf der ähnlichen Seite sah noch noch im Gange, -trotz Proteste die ehrlich gesagt auch nix bringen...siehe Pegida-Demos wie lange will nicht.Man das wenigstens durchziehen..wo neben demo zu Demo Nix verboten.Warmlaufenlassen :/;criticism
1011196072252149_aug;Politik hält IS für nicht.Das jetzigen Problem, doch was ist von den Millonen IS-Anschlag zb. bei der Trauerminute-Fußballspiel, Da Tausende Türken für dem IS-Terrors beschrien was ist Mit den Staaten z.B PríncipeSaudi-ArabienSenegalSerbienSeychellenSierra der jenen IS unterstützen, wass ist bei vielen Islamischen Ländern, so es keine Demokratie wurdens was Ist mit jenen MRD. Muslimen, die den Koran Für die Richtung des Lebens. halten überwärmt die Ungläubigen). Es ist nicht der 14Ja (lächerliche 40000 Krieger), sondern diese Eine Ideologie, wer das leugnet, hat keine bestand. Wenn dann Die Politiker heucheln, dieser IS ist schuld, der Muslime bleibt friedlich, zählen . Sachsen-Anhalt06193Deutschland hat das was neben Realitätsverlust zu tun, deshalb dreht Pegida- auf die Straße, deshalb wächst die AFD, weil es noch Menschen.Wir mit Verstand gibt.;criticism
862020667169691_aug;"... bei ""Volksentscheiden"" könnten die Kommunalpolitiker Na ihre Arbeit. macht - klar, dass sie das zuwider ist! Da lügt und betrügt man lieber die Bürger und streicht ganz nebenbei sagenhafte Gehälter Jahresrückblicke";criticism
885323171506107_aug;Welcher Staat denn bitte schön, die BriD ? Sind eben eine Firma;criticism
1011443098894113_aug;wird.Wir brauchen nun keine Angst. davor Terror zu haben! Gelle frau Merkel?;criticism
1065033033535119_aug;Was auch keine Lügenpresse, eigetnlich sollte man nur noch lachen die diesen Mumpitz ! Merkt ihr was, die haben Ängste unsere Volksvertreter, denn von denen wird so ein Blödsinn zu verbreiten Na angebracht in den Medien - DDR lässt grüßten !;criticism
993926973979059_aug;Bei ihr sollte es immer KEINE Maut geben.Der Alten glaube mir gar;criticism
1058144230890666_aug;Merkel hatt bewusst mit ihrer KopfhörerTélévisionGPSAdapterBatterienReinigungStaubsaugerWaschbürsten und den freibeweglichen Blockparteien mit ihren letzten Massnahmen aus Deutschland ein Irrenheilanstalt gemacht, alles ist auf ihrem Kopf. gestellt, Normale Entscheidung im Sinne unserer D einheimischen Mitbuerger gibtes es nicht mehrFalk Die Einwanderer aus Arabien, Tuerkei geniessen wirkliche Prioritaet Ueber eine funktionierende Bundeswehr mit genug ausgebildeten udn ausgeruesteten Armeen bestehen auch keinesfalls mehr, Jahrzehnten man diese Wehrpflicht im grosser Einmuetigkeit abschaffte. Deutschland schafft jedoch ab.Und auf der ganzen Linie,;criticism
1056935297678226_aug;Das scheint ja wahrhaft lächerlich ! Die setzen man in den nächst Besten Bus und sind zweite Woche wieder da </s>;criticism
857964787575279_aug;https://www.youtube.com/watch?x-yt-cl=84838260&v=dcKVCtg5dxM&x-yt-ts=1422327029 und eine kürzere Zusammenfassende http://deutsche-wirtschafts-nachrichten.de/2014/10/05/obama-vize-blamiert-merkel-usa-haben-eu-zu-sanktionen-gegen-russland-gezwungen/;criticism
1114692151902540_aug;Auf zur nächsten Wahl.Zeigt den Damen aber Herren in Neukölln die ROTE KARTE.;criticism
857282620976829_aug;Tja wolfgang Niedeckens bringt auch noch ich war früher MeinlKIMBOLucaffeMartellaMocamboMOKARABIANanniniPassalacquaSAICAFSchreyögg aber jene gutmenschentümmelei die nordamerika in einen abgrund reisst früher oder dann sollte mich nicht ab;criticism
1152503618121393_aug;Wer mehr über schwere Amtsdelikte von CDU Politikern erfahren möchte, die eine Systempresse trieren liest. den Blogbeitrag Vereinigungskriminalität;criticism
1065326466839109_aug;Was grade bei eure in Sachsen abgeht, dafür muss sich ganz Deutschland schämen!!! Und könntet seid darauf schon stolz??? Den Wege den eurem einschlagt, ist albsolut der falsche!!!;criticism
1056924354345987_aug;der verarschte deutsche André ! :(;criticism
1391723749645377536_aug;HomeBundes- warum unterhält zudem laschet mit dieser dümmlichen Terroristen aus der l- inks dunkelgrünen sekte.;criticism
1031217136916709_aug;"Für die Beiden werden die Geschichtsschreibung einen besonderes - Anhang bekommen. Dort wo Verräter da Ihrem eigenen volk behandelt. werden. Unserer Großvater werden fragen: ""Habt ihr das auch gewusst."" Da kann ich bekämpfen2Der ""Wir ja. so hat zwar lange gedauert maximal der letzte Duckmäuser sich aufgerappelt hat.Nachdem Aber wie immer, in ebendieser Politik.";criticism
994359863935770_aug;Wolfram Radwanska ja sicher Alles bewältigen.;criticism
1044037895634633_aug;Anzeige wegen Volksverhetzung So da müsste man dieses schon bei der Politik anwenden , wie war das mit meinem Pack usw. von Wem kamen jene Außerungen gegenüber dem deutschen Volk ob ode hat ich Narrenfreiheit;criticism
1001_aug;@User Sumsum Trotzdem gibt Da noch viele bekloppte und glauben den gesamten scheiss!!!!! Alle aber auch alle .Am 29.8. haben.Nach Berlin beziehungsweise Regierung stürzen!!!!! Vorallem was übrigens gerade abgeht mit den Kinder wobei diesem verdammten Markenschutz !!!!! Ihr müsst doch langsam erstmal alle merken, dass wollen nicht noch von hinten bis vorn verarscht wer-den !!!;subversive
