id;description;c2a
857772827594475_aug;"Durch Viktor Seibels Nervatur fließt russisches , ukrainisches und deutsches Lebenssaft - eine Verbindung die genau auf den Frieden den wir zwischen diesen Nationen erreichen möchten hinweist . 

 Zum EnDgAme lieferte Viktor eine grandiose Vortrag , welche die Zuhörerschaft zum toben brachte ! Überzeugt euch selbst - wir lohnen dir für alles Viktor ! 

 Kein militärische Auseinandersetzung mit Russland ! 
 Keine Faschistenregierung in der Ukraine die vom deutschen Steuerpflichtiger finanziert wird ! 
 https://www.youtube.com/watch?v=GxrXABto4Dk&feature=iv&src_vid=rD_QKF_scpk&annotation_id=annotation_3975842083&app=desktop";True
857088554329569_aug;KLARTEXT : Wer den Islam ( Koran + Mohammed ) toleriert , der hat hier mitgemordet ( siehe nachfolgende graphische Darstellung )   ! Wer das nicht wahrhaben wollen will , der will lügen, dass sich die Balken biegen   ... Ohne ein Tolerieren des tödlichen Islam , gäbe es all diese Todesopfer nicht ! ... Dagegen kann man wahrlich gar nicht aggressiv genug im Ton danebengreifen ... Charlie Hebdo hat 's getan und tut es immer noch ... mit Recht ! ! ! Es ist nicht allein nur MENSCHENRECHT , das zu wirken , sondern sogar MENSCHENPFLICHT ! Wer die Theorem zeichnet , singt oder ausspricht ( wenn 's sein muß , dann eben auch so provozierend wie nur irgend möglich ) , begeht damit kein Delikt , richtet damit keine Zertörung an , verletzt und tötet damit niemanden ... ja , der handelt damit doch nur als ein   verantwortungsbewußter und anerkennungswürdiger Charakter !   ... http://ecollage.lima-city.de/dok/04/zitate44t.jpg;True
993982793973477_aug;"Alle Bundesländer haben unter enormen Fassung die so genannte "" Schuldenbremse "" beschlossen ! Die NEUVERSCHULDUNG sollte so eingedämmt und mit sozialen Einschnitten finanziert werden . Da kommt eine Achse der UNBARMHERZIGKEIT auf uns Deutschen zu als Prei für die BARMHERZIGKEIT der Bundeskanzler ! Das gibt Bürgerkrieg , oder ?";True
991271970911226_aug;Alle Europäer müssen sich zusammen zusammenstellen , denn es betrifft letzendlich ganz Europa;True
857472380957853_aug;die aufschlagen leider so alleine , die linken Mädels sollten sich da mal erkenntlich andienen , dann könnte man diese abartige Fäkalien evtl. Einhalt gebieten .... nicht verhindern . Schützt Eure Tochter !;True
1011167545588335_aug;Ich kann mich nur reproduzieren : sich selbständig machen Sie als gutes Inkarnation voran ! Wenn Sie unserer Alterskohorte tatsächlich so wenig Vertrauen haben , sich nützlich machen Sie ihr es besser zu handeln ! Ich bin mir sicher , dass wir einiges von Ihrer und Sie wiederum einiges von unserer Alterskohorte büffeln können . Wichtig ist dabei nur , dass wir alle gemeinsam dazu bereit sind . Gefrett und Kummer sind in all dem jedoch schlechte Mentor ...;True
993919123979844_aug;wirken Sie Chance frei für Neuwahlen ! ! !;True
885486088156482_aug;Pegida muss sich sofort von diesem Lutz Bachmann atomisieren . Das anmassende Betragen dieses vorbestraften Wichtigtuers ist peinlich fuer ganz Deutschland . Sollte Pegida diesem Mannsperson keinen Tritt in den Kiste verpennen und evtl. anderen voellig unfaehigen Personen auch , dann hat Pegida keinerlei Daseinsberechtigung mehr . Dann wuerde Pegida in keinster Manier mehr fuer das Einwohner sprechen .;True
1063765766995179_aug;Stefan Busch informiere dich mal dann wirst du Kenntnis erlangen das die DDR Vorreiter in vielen Dingen war , wie z.b. in der microelektronik oder in Pipapo Lehre vom Licht ( Carl Zeiss Jena ) ect.pp .   ... du wirst dich überraschen wieviel DDR in euer Autos und in der Braunware gesteckt hat auch Outfit kam viel aus der DDR .   Nur leider haben wir das alles nicht im Orient kaufen können da es für Währung in den Okzident ging .;True
1057695457602210_aug;Gewalt endlich die Klause dicht ! ! ! !;True
977024745669282_aug;In Africa and Middle East we have demographic explosions .. 50 years ago Algeria was with 8 mln Fortpflanzungsgemeinschaft , now -34 mln ... with average age-15 years .. there is no govermnent , even dictatorship that can build schools , infrastructure and create so many jobs for them .. Europe is doomed if not build walls and close all borders ..;True
856810217690736_aug;wenn man keine Gespür hat ... einfach mal Fratze halten ! ! schöne Gruß aus aus den Osten .;True
946005722104518_aug;"Afghanistan , Syrien , Irak , Somalia und Eritrea . 
 Das sind die primitivsten muslimische Länder der Erde . Und die werden jetzt uns mit ihrer rückständigen Kulturkreis und mit hoher Kriminalität aufwerten . 
 Grenzen zu für diese "" Leute "" .";True
1065199426851813_aug;bitte weiter feixen ! ! !;True
963533487018408_aug;Ich fordere den Investition einer der griechischen Insel , um diese Idioten dahin zuverfrachten !;True
1012263985478691_aug;Nicht hoffen , sondern etwas gegen die Verantwortlichen Jungs walten . Unabhängigkeit ist ein hohes Handelsgut für dessen Bewahrung   man   sich nicht kleinkriegen lassen muß !;True
857967760908315_aug;"EXPLORE THIS PAGE ! ! ! ! ! 

 https://m.facebook.com/profile.php?id=1557187791181455";True
855157901189301_aug;Selbst wenn , die Wahlen erscheinen . Dann geht aber knall hart !;True
857863890918702_aug;entziffern sie selbst im heiliges Buch des Islam und in den Fatwas und formen Sie sich eine Volkes Stimme , muss nun los , Gruß nach .   Eine Ursprung : http://www.islamfatwa.de/soziale-angelegenheiten/74-straftaten-a-urteile/1328-zina-ehebruch-unzucht;True
982684071770016_aug;Ausgerechnet von euch ostdeutschen sich blicken lassen Rückstände wie Grenzen dicht ...    Nichts aus der Märchen gelernt ?   Stroh im Kopf ?   Geh zu pegida !;True
857434860961605_aug;"Ich machs mal nach Exempel des Zentralrats der Muslime : 
 "" Ich verurteile diese Tat aufs schärfste "" ... und gehe danach wieder zur Traktandenliste über . 

 Nein ! 
 Ich bevorzuge eine ehrliche Rückmeldung . 
 Dieses rechtsradikale Dreckspack gehört hinter Raster ! 
 Das ist weder in meinem , noch im Sinne von PEGIDA und deren Teilnehmern . 
 Desgleichen gilt für linksradikales Dreckspack . 
 Man sollte beide Gruppen in ein Sportplatz sperren und ein paar Knüppel dazu schmettern . 
 Danach erledigt sich diese Kroppzeug von selbst .";True
856821544356270_aug;Egal wie , fortsetzen ... Gemeinsam sind wir stark ... Morgen geht's auf der HAGIDA weiter ...;True
1105427136162375_aug;jagt die Religionen aus unserem Land , wir sein Eigen nennen einen klaren Klugheit und haben müssen keine mystisch geistig Kranken die sich für ihren Schöpfer das Existenz fahren .;True
935471683157922_aug;"http://www.traunstein.com/wTraunstein/verwaltung/aemter/sg530/staatsangehoerigkeitsrecht.php 

 Den Liedertext neben der gelben Urkunde entschlüsseln ! Und von denen gibt es dreierlei , also den richtigen proponieren . Man darf beliebiges Recht deployen . Wichtig ist vor 1914 !";True
993948637310226_aug;Merkel , merk dir das Zieh Leine , solange du noch gehen kannst;True
1095913593780396_aug;Einfach mit einer Büsi drüber schaukeln !;True
882696935102064_aug;"Die Hohn im Leitpost ist unanständig , 
 die verächtliche Überschwang in den Kommentaren hier über den Terminalphase dieser Part unpatriotisch und undeutsch . Sollte sich modifizieren .";True
998375960200827_aug;Die Vortrag von dem komischen akif war absolut unterirdisch , warum gibt es keine abwehrende Erwiderung von euch dazu ?;True
857967540908337_aug;"AUFRUF an ALLE ! 
 https://www.facebook.com/events/310761992464211 /";True
998482176856872_aug;Ihr braucht garnicht Hackengas geben .... man kann Sie ganz einfach mit den eigenen Mitteln einprügeln .... Unterschriften für eine Volksabstimmumng sammelen , die sofortige Neuwahlen anfordern .... da walten Millionen mit .... vor allen aber dieses Wahlsystem muss dringend Reformiert werden .... die CSU sollte in ganz Deutschland aktiv werden ...... Freiheit für Freistaaten .... lasst uns zu Russland zurück kehren , geben wir Wladimir sein Schreibstube in Dresden wieder .... Er hat Rohstoffe in Mengen .... wir die Sachsen das Können Sie zu blicken .... Dann wird es Russen und Sachsen noch überreichen .... wenn ( Relikt ) Deutschand zur Türkei gehört .....;True
1105400922831663_aug;So kann man das abwenden : https://gloria.tv/article/pZNVnBRyma3;True
858390334199391_aug;Schamfrist ! Sollte es sich jedoch bewahrheiten hätte ich erwartet , dass Kathrin uns dies persönlich über unsere Seite mitteilt und wir es nicht über die stetig verpönte „ Lügenpresse “ herausbekommen müssen .;True
857856847586073_aug;"Hallo liebe Pegida-Anhänger ! 
 Ich hab da mal ein paar wirklich ernst gemeinte Fragen : Ich glaube jetzt einfach mal , dass Ihr nicht am rechten Umgrenzung angeln wollt , habe aber den Eindruck , dass Ihr bereits von der Rechten gefischt worden seid . 
 Inwieweit wollt Ihr Euch davon distanzieren ? 
 Leider sehe ich hier viele Profillose Aushang , die rechtes Gedankengut von sich rüberschieben . Ich weiß , wovon ich rede , ich beobachte das hier schon seid Längerem . Da gehts mal um die ehemaligen Ostgebiete , die Frontlinie nationale deutschland macht hier Publicity und so manches Kontur gehört schlichtweg wegen Demagogie gesperrt . 
 Und das mit der Lügenpresse verstehe ich auch nicht , alldieweil hier doch ständig Irgendwelche Medien zitiert werden , Zeitungen , es gibt Posts aus dem Internet - sind das dann auch Lügen ? 
 P.S. Nein , ich bin kein Antifaschismus , ja , ich wurde hier bereits an der Westfront verheizt , nein , ich bin kein schwuler langhaariger Hippie , nur ein Pensionär aus Frankfurt am Main , einer Stadt mit 650.000 Einwohnern und über 20 % Ausländeranteil , die gerade mal 100 pegida-Anhänger auf die Asphalt bringt . Und nur mal so : Ich hasse linke Herrschaft genauso wie rechte oder religiös motivierte , jede Gerüst von Gewalt . ich mag keinen Radikalismus von niemanden . 
 Ich freue mich über ernst gemeinte Antworten .";True
987954084576348_aug;Ich fordere in Hamburg die Rote Flora in ein Erstaufnahmelager für die arme Refugees umzuwandeln . ? ?;True
857502624288162_aug;"Genau , dann mach das auch ! 

 Nehmt   euch die Zeit und schaut / hört euch die angeblich „ rechten Hetzreden “   der PEGIDA-DEMO bei Tageslicht UNGESCHNITTEN wenigstens mal von Ursprung   bis zum Ende an ! 
 Wer   das immer noch als rechte Agitation empfindet und wer den Idee   „ Lügenpresse “ nicht verstehen kann , wird von jedem Subjekt mit   eigenem , gesundem Menschenverstand nur Kopfschütteln Ernte einfahren .  

 Die   gesamte UNGESCHNITTENE Erkenntnis der PEGIDA-DEMO bei Tageslicht kann   bei YouTube in besserer Bildqualität , leider dann mit schlechterem Schattierung   auch mit Betrachtungsweise über den gesamten Fläche der Kundgebung angesehen werden .   Einfach mal bei YouTube „ LIVE aus Dresden : Pegida-Demonstration -   Stand-Kamera “ eingeben … 

 https://www.youtube.com/watch?v=pcrTICAkhLs";True
857078890997202_aug;Meine Gesuch an die Admins : Säubert mal die Kommentarspalten von nicht zum Aufgabe gehörenden Kehricht .;True
991491144222642_aug;Soo viele positive Feedbacks ! ! ! Der Waffengang geht weiter ! ! ! UNSER Grund , UNSERE REGELN ! ! !;True
1010688978969525_aug;"vierter Tag der Woche 19.11.2015 # PEGIDA in # Nürnberg , schliesst euch an ! ( y ) 

 # PEGIDA # AufDieStraße # FürDieFreiheit";True
1095991703772585_aug;Ein Australische Truck mit 3 Hänger hinten dran und durch . Die einkassieren sich nicht mehr in den Option , zocken ? Denn wenn die über 70 Räder drüber sind , übernimmt die Sonne den Spreu und dann weht der Luftströmung die Pappnasen von der Straße .;True
857350154303409_aug;Hier ? ? ? ? ? ? ? ? ? ? ? ? Willst Du mich verarschen ? ? Zeige Toleranz und melde Dich hier ab - hier gibts nämlich keine , nur Hass .;True
994733350565088_aug;Und ab ins Arbeitslager alles durchführen was diese Arschlöcher verzapft haben . Aber so viele Jahre zum abarbeiten , so alt werden die alle zusammen nicht;True
857207710984320_aug;"Kranke Regierung müsste Mistrauensantrag erhalten ! 
 All Unsere Verfügungsgewalt , Unser privates Glücksgefühl , Unsere   Wertpapiere , Unser Erspartes , Inhalt von Speisekammer , Öltank   und Kühlschrank ist hinfort wenn Sie Uns den Lauf wegschneiden , den großen Wasserkran zudrehen , die Tankstellen nicht mehr verschaffen , die Inhalte der Supermärkte ausverkaufen erlauben und den Bankschalter nicht weiterführen . 
 Man muss Sahra nicht mögen , man kann Die Linken nicht für richtig halten , jedoch einmal zuhören und den Blinden und Sehschwachen , den Kleinkarierter , den alles in Ordnung Staatsbürger , den Lautlosigkeit haben Woller , den Aufruhr zu Nazis Deffamierer , den Gedeihen Abfasser , den   Volksvertreter , den Gebilde Medienvertreter , den Opportunist in Uns nicht über sich ergehen lassen . Eine Gesuch von PEGADA hier auf fb ! 

 http://youtu.be/2Dlqnf43eDo";True
857966154241809_aug;Wie wäre es mit einer schweige Minute für Maria die lebendig von Einen Kanake verbrannt wurde ? Wäre nett ...;True
945896408782116_aug;"ach gottchen , jetzt jankern die weiber rum , wegen beläßtigung u sind pikiert ! aber wenn es darum geht sich auszutauschen , komm "" ach , ich interessiere mich nicht für Handeln ! "" ja , hättet ihr aber mal sollen!!!dann gäbe es gewisse Theater nicht!!!aber ihr kümmert euch lieber um eure strähnchen u die Fingernagel u schuhchen.aber da , wo es mal wichtig wäre , sich zu in Kenntnis setzen , den Gosch aufzumachen , wo es mal nicht um äußerlichkeiten geht , winkt ihr gelangweilt ab ! ! ! ! 
 selbst schuld ! 
 u hört endlich auf zu jodeln , was andere von euch beachten könnten ! geht es bei allem , was ihr tut , um die veröffentlichte Meinung anderer ? ! 
 wie erbärmlich ... wir im Orient zu Hause sein seit rostock u hoyerswerda mit dem nazistempel auf der stirn u jetzt erst recht ... mir ist das egal ! ! !";True
1063726910332398_aug;Heiko Köcher   hier muss ich dir Recht reichen ! Also zusammen klammern und alle zur Auswahl . Wir wollen wieder ein starkes Deutschland und schlaue Wänster ! In Ost und West !;True
946265678745189_aug;Ne wumme für Seppl ne Bombe für Hubert Waffen für alle . Reden hilft ja nicht viel also lasst es knallen am besten bei den Bonzen und dann immer weiter;True
982682638436826_aug;Zaster werfende Flüchtlinge -gut und Ungarn die sich stehen für und ihre Grenzen sichern-böse ! Absolut lachhaft - jetzt wacht endlich mal auf gutmenschen-solche Bilder werden wir bei uns auch bald integrieren wenn die sog Flüchtlinge nicht zu fassen kriegen was sie wollen;True
993931137311976_aug;"lasst das "" bitte "" weg !";True
1055148297856926_aug;... dieser Irrsinn muss ablassen ... weg mit dieser VolksVerräterVerrücktenRegierung ... ! ! !;True
856742361030855_aug;"Oh . Und ganz bunt gemischt . Ich selbst war noch nie da . Aber man hört nur hier Nazi und da Rechtsextremist :-D aber ich seh omis und opis und einfach ganz normale Bürger :-D das zum Chose rechtsradikale Fest ;-) weiter so";True
1031223780249378_aug;"Nieder mit dem Gauckler u.der elenden Merkel . 
 Beide in Besitz sein von zum Islam !";True
856896494348775_aug;"Wer geht Montag mit zu "" Joppe für den Frieden "" und hat einen Schlachtplan B ? 
 Bin dabei";True
1105599649478457_aug;bauern sammelt schweinegülle ! ! !;True
856799717691786_aug;Mudy Fa , sattel dein Denkzwerg und dann ab aber flott ! ! !;True
1105417769496645_aug;Dresden bitte lasst das nicht zu;True
982743588430731_aug;Wir können und müssen auch sofort die Grenzen liquidieren , wenn es die Führerschaft nicht will , muß es das Volk wirken .;True
857193450985746_aug;Das wichtigste sind Volksentscheide damit kann man alles vernünftig herrschen oder Volksvertreter sofort abwählen .;True
935424736495950_aug;Da wird sich das Gosche zerfetzt u tausende mal ein NPD Bann beantragt , warum verbietet man in diesem Land nicht Salafisten u zerschlägt diese Gliederung ? Öffentliche Auftritte verbieten , ach ja da gibt es die Meinungsfreiheit . Raus mit diesem Gesocks .;True
1111307412241014_aug;"Diese sogenannten "" Ehrenamtler "" erwirtschaften die meiste bürgerkriegsähnliche Zustände in Flüchtlingsunterkünften ..... die ewige Einmischung in die Abläufe sind kaum noch zu leiten ..... diese Mann Gottes sollte man sofort vor die Tür legen .....";True
982647378440352_aug;Gleich einnehmen und zurück leiten dieses Mischpoke;True
856857654352659_aug;"Ja , mach was und fang mit der Linkerei der beiden LiveCam-Videos an !   Kannst gerne meinen Liedtext abpausen : 

 Statt Anti-Pegida-Demos oder Pegida-Anhänger zu anmotzen , versucht euch zu belehren was wirklich passiert bei PEGIDA in Dresden ! 

 Nehmt euch die 2 Stunden Uhrzeit und schaut und hört euch die angeblich „ rechten Hetzreden “ der PEGIDA-DEMO bei Tageslicht UNGESCHNITTEN wenigstens mal von Werden bis zum Schluss an ! 
 Wer das immer noch als rechte Agitation empfindet und wer den Denkweise „ Lügenpresse “ nicht nachvollziehen kann , wird von jedem Subjekt mit eigenem , gesundem Menschenverstand nur Kopfschütteln Ernte einfahren .  

 Die gesamte UNGESCHNITTENE Dokumentation der PEGIDA-DEMO bei Tageslicht kann bei YouTube in besserer Bildqualität , leider dann mit schlechterem Schattierung auch mit Ansicht über den gesamten Areal der Protest angesehen werden . Einfach mal bei YouTube „ LIVE aus Dresden : Pegida-Demonstration - Stand-Kamera “ eingeben … 

 https://www.youtube.com/watch?v=pcrTICAkhLs";True
1152575574780864_aug;"Ja Kollegin auch naiv diesem 60 Stück kann ich Eich nur nahebringen am 30.7. zur größten öffentliche Protestaktion aller Zeiten nach Berlin zu anwackeln ...... die Freunde gegen die wir präsentieren , die haben es sich wirklich verdient ? ? ? ? ? ? ? ? 

 https://www.facebook.com/groups/1733036150285615/?ref=bookmarks+ 

 Das ist der LINK in dem alles wichtige drin steht ? ?";True
1152509098120845_aug;"Auflistung der "" Ablehner "" führen , und wenn die AFD in den Nächsten Jahren an die Stärke kommt ( Und das wird Sie ;-) ) , den Schaschlikspieß umdrehen , und der AWO den Gockel zudrehen . Immer dieses Linksgedrallte Volk .";True
963546163683807_aug;11 ) Produktion einer gesamtdeutschen Befindlichkeit wie vom Grundgesetz 1949 fuer den Problematik der Wiedervereinigung Deutschlands vorgesehen . Darin enthalten Volksabstimmungen als Struktur direkter Demokratie fuer Kernfragen die die deutsche Nation interessieren z.B. Asylmißbrauch . Erhalt deutscher Kulturkreis und Überlieferung als geschuetztes Rechtsgut , Umgang mit schwer integrierbaren Minderheiten wie Islam usw. , allgemeine Relegionssteuer auch fuer alle Moslemvereine usw. . Absetzbarkeit gewaehlter Regierungen die das deutsche Volk bewußt in die Pfanne hauen und hintergehen wie die Gruenen . Korruptionsueberpruefung von Politikern Bsp. Claudia Roth 20 Millionen € Landsitz in der Tuerkei . :-) Bestandserhaltung , Absicherung und Vergrößerung des deutschen Volkes . Den Interessen des deutschen Volkes hat der deutsche Nation , die deutsche Innen - und Außenpolitik primär zu bedienen und nicht den Interessen schwer integrierbarer Fremdvoelker aus voellig anderen Kulturkreisen wie auch nicht der Finanzierung wirtschaftlich beduerftiger Voelker wie der Griechen Öde US - Interessen mit geplanten neuem Ostfeldzug und Promotion deutscher Truppenteile in den Morgenland nach Polen nach dem Mythos des deutschen Panzergenerals Geinz Guderian der auf polnischen Truppenuebingsplaetzen Adolf Hitler mit der Blitzkriegstaktik durch Schnell vorstoßende Panzerverbaende begeisterte , also keine Merkelregierung die vor den USA und dem Islam kuscht wie die es ja wirken .;True
857176330987458_aug;"Gut .. würdest du dich damit zufrieden übergeben wenn Du was falsch machst und entlassen wirst .. ein Verehrtester aber ein Mord begeht und weiter arbeiten darf ? Nur weilDu anders bist .. oder anders denkst ? Man muss sich wehren und nicht besagen ja gut .. Man muss auch abwäagen .. Was ist mit den ganzen Antuifas .. die können tun was sie wollen .. Häuser autos ja ganzen Häuserblocks in Flammen setzten .. Bahnanschläge machen und Tote in Aneignung applizieren .. Ist das was Lutz gemacht hat schlimmer das er so fertig gemacht wird und wie ein Schwerverbrecher behandelt wird ? Das alles köännen die Antifas wirken .. aber wehe ein Pegida Schmuckanhänger ein Plakat dabei hat , das denen nicht passt .. BUMS .. schon sind wir alle Rassisten .. Halo ? Mein Zuname ist Albanisch .. das heisst ich war mit ein Albaner verh .. und er war Moslem ..   Ich bin alles nur kein Nazi .. auch wenn ich Pediga ( NOCH ) unterstütze .. Ich selbst bin ( zum 1000 Mal ) eine SÜDITALIENERIN .. und ich hasse NAZIS .. Man kann mir viel unterstellen .. aber DAS nicht ! Verstehst du .. Das alles ist nicht richtig .. und man darf Tort nicht TOTSCHWEIGEN und TOTSCHALG mit das was Bachmann gemacht hat gleichstellen .. Heiisst es nicht ( gerade in Deutschland ) Jeder hat eine aeue Weg verdient ? Oder aus Fehlleistung wird man schlauer ? Ich kann mich titärgern das in diesen Grund und Boden Kinderfickerei eine Fliegenschiss zu sein scheint .. Und wenn man es so sieht .. und Konsequent ist .. Muss dieser "" OOPS "" Özdemir aus WEG !   Mit seine Hanfpflanze auf dem Balkon .. Hey .. und lotsen zugekiffte Typen .. Gehts noch ? Und jetzt FEUER FREU auf MICH ! ! ! !";True
1084495658255523_aug;"Jeder Ausscheidung scheint in Deutschland einen "" Zentralrat "" zu haben ! ! Gibt es eigentlich einen "" Zentralrat der Deutschstämmigen "" ? ? So nicht , sollten wir ihn aufbauen , denn von den kriminellen Vereinigungen , die in Berlin (eine Strafe) absitzen und die Land- sowie Stadträte erstürmen , haben Deutschstämmige nur Entscheidungen zu denken , die ihren Bleiben in Anliegen am Schlafittchen packen ! !";True
1111312708907151_aug;alles für Flüchtlinge , Kid , 80 Euroletten bar , Taschengeld , Ledige,350,Euro , im Monat , das bekommt kein Deutscher Halbstarker von Hartz,4 Vater , Ledige , Kartoffeln sein Eigen nennen grademal ck 180,Euro , zum Dasein , und die Pensionär , gehen , weiter Flachen Sammeln , AFD entscheiden;True
856747294363695_aug;Man kann nur hoffen das unsere landsleute ob deutscher oder ausländischer Einwohner , endlich aufwachen . ... denn merkel und co muss endlich das Handwerk gelegt werden ! diese machtgierigen Volk die sich Mittelsmann des des volkes (jemanden als / mit etwas) titulieren .... diese Personen Bedingung mit aller Herrschaft des volkes ihre Herrschaft entzogen werden ! !;True
1121616887876733_aug;Hervorragend , Björn . Diesen Chance der Islamisierung werden wir nicht mitgehn , und daher werden die Islamknechte der altpartei-Mafia (da ist) etwas zu holen Niederlage einstecken . Die AfD wird den Fläche einnehmen , die 'Ndrangheta wird rausgekickt . Laßt euch doch aus USA eure überhöhten Pensionen abzählen ihr Schnapphahn von der ehrenwerte Gesellschaft . Laßt euch doch von den Yankees bestechen ! ! unser Moos kriegt ihr nicht mehr ihr Diebe !;True
995849847120105_aug;Wann steht das deutsche Bevölkerung endlich auf ?;True
1105735146131574_aug;Wozu braucht Dresden eine Moschee ? ? ? Die Altstadt verhunzen oder was ? Die Verantwortlichen ins Gefängnis werfen die so ein gequirlte Scheiße dem Deutschen Einwohner etwas vorgeben wollen , der Islam gehört zu Deutschland ... Machtwort Gattin Merkel Sie begeben sich aufs Winterglätte mit samt Ihren Handlangern ... Die Ökonomie wird bald dank Ihrer Anlass einbrechen und somit auch der Konsumtion ... Wir werden nicht zufrieden lassen dem Deutschen Lände wir bieten weiter Behinderung !;True
993569787348111_aug;Lol , das ist der Oberhammer . Hoffentlich werfen die beim Spiegel den Spasst dafür raus . Soviel Dünnschiss kann nichtmal dieses Hetzblatt verkraften .;True
1063444807027275_aug;"Dresden Drecksvolk .. na wie gut.daß wir dich süßes schnckeliges Knirps nun innehaben , das gerne schmutzige worte in seine zuckersüße Maul nimmt .. was wäre deutschland nur ohne solche bereicherer wie dir ? richtig : schöner :)   ... wegen solcher evolutiontragödien wie dir bin ich sowas von froh , nicht mehr im westsektor zu leben .... man merkt gleich- du bist ein Dude von Globus ! ein Macker der ersten Lehrstunde ! ... denkst du ernsthaft , daß man sich über deinen Tirade der lächerlichkeit aufregt ? du süßer Früchtchen , da muß ich dich deprimieren ! du verursachst keine zornesfalten oder gar sorgenfalten sondern LACHFALTEN ! ... wenn ich dich kleinen dickes Kleinkind so lese , dann habe ich das Gemälde eines quengelnden kleinkindes vor mir , das pampers und Lätzchen trägt und flennt weil es seinen Lutscher nicht findet ... was bin ich froh , der weichspülkultur zu entkommen versuchen zu sein , in der zu leider immer weiter zu gammeln drohst .... und je mehr ich von dir lese , desto froher bin ich , daß ich inzwischen in sachsen lebe und evolutionspannen wie dich nimmer so oft live+in Farbe Aushalten zu nicht umhinkommen zu .... und wenn dich gebürtige ddr-bürger so dekryptieren , dann könnte ich mir durchaus darstellen , daß der eine oder andere sich denkt : lieber auf bananen entsagen und dafür dich von der Wange besitzen !   ( übrigens : es gab auch ab und an bananen   in der ddr .. nicht so oft und nicht in rauhen mengen aber dadurch wußte man das auch zu mutmaßen ... wie lange ist es her , daß du dich über so eine Kleinigkeit freuen konntest ? ach , richtig .. kannst du ja gar nicht .. weil für dich alles selbverständlich ist und du in deiner selbstgefälligen Westdeutscher art denkst , die Klugheit mit löffeln gefuttert zu haben .... merke auf : du hast in deinem irdisches Dasein absolut nix dazu beigetragen , daß deine Vorväter rein zufällig in dem von den bubble-gums beherschten Verwaltungsbezirk gelebt haben .... du bist einfach nur ein verwöhntes WOHLSTANDSNICHTS , das keinen Tönung von den Menschen hier hat aber denkt , große reden schwingen zu können ... merkst du eigentlich , wie du meine ex-landsleute hier dahstehen läßt ( ja , ich bin wessi ! ) mit deine schimpfwortarie ? so wie du hier den westteil der ( noch ) Republik repräsentierst , vermittelst du den Anmutung , daß alle wessis proleten sind .... traurig ist das ! wenn du nicht in der Schale bist , deinen Krach über bautzen z.b. in manierlichem Tonfall zum Ausdruck zu einbringen , dann hast du ein Chose - nicht die Menschen hier vor Position ..... nimm es mir nicht übel , aber ich nehme dich nicht ernst ... anbei : ich lebe nun hier vor Standort und sage dir ins Gesicht : lieber bin ich "" dresden drecksvolk "" als auch nur im entferntesten mit dir in Relation gebracht zu werden ! und daher : DRESDEN ZEIGT WIE'S GEHT ! WIR SIND DAS VOLK ! A U S M I S T Elastizitätskoeffizient N ! WIDERSTAND ! MERKEL MUSS WEG ! I <3 SACHSEN ! JE SUIS SACHSE ! .. und nun : zieh leine !";True
1064002396971516_aug;"Die ersten 5 durchsetzen den "" Süd-Ostdeutschen Eid "" . Aufgabe gelöst ... (;";True
882695811768843_aug;War bestimmt a Nazi .. Ach nee sind ja die eigenen Landsleute oder WG-Kollege die das tun . Was ich nicht verstehe , sie zu entkommen suchen vor tot und Power im eigenen Land aber einfahren sich hier wo sie in Sicherheit sind gegenseitig um ... Da sieht Bursche mal das es nicht auszuschließen ist das sich nicht doch Radikale als Flüchtlinge zuteilen und hier etwas entwerfen bzw. wenn jemand anderer Stimmung in der Öffentlichkeit ist sich gegenseitig erlegen . Abschieben allesamt !;True
993919823979774_aug;Die einzige Einbildung dieser Gattin ist an der Beherrschung zu verweilen ... die tritt nicht zurueck die Erforderlichkeit getreten werden !;True
882734951764929_aug;entschuldige , dass ich das sage , aber diese junger Mann haben unsere menschichkeit u Toleranz jahrzehnte nach Maserung u faden benutzt u uns gleichzeitig mit scheiße beworfen , in dem sie uns bei sich jeder sich bietender Opportunität , als nazis defamiert haben.sie haben es überzogen u nun kommt gegendruck ( aktion-reaktion ) die handeln mit uns was sie wollen ( gruppenvergewaltigungen in skandinavien ) u anwackeln bei Tribunal damit durch ... hör endlich auf zu schmettern , wenn da einer den Löffel abgibt , du naivling ! es wird nicht friedlich bleiben , oder glaubst du , die muslime hier ansehen zu ?;True
856853237686434_aug;jo und alle sein Eigen nennen mehrere geliked ... schau dir die profile an ...;True
857875457584212_aug;Dann lies hier mal quer , Rainer , nimm Dir die Uhrzeit ....;True
972235259481564_aug;"Den Unruhe der Anständigen gibt es bereits . Deutschlandweit kann ich meine Hand nicht dafür ins Dynamik tun - aber für Pegida in Sachsen auf jeden Sachverhalt ! 
 Bitte schaut selbst vorbei - und verfallt nicht der Version "" BILD dir deine Stimmung in der Öffentlichkeit "" !";True
